Discovery Method,Equilibrium Temperature [K],Discovery Year,Planet Radius [Earth Radius],Insolation Flux [Earth Flux],Eccentricity,Controversial Flag,Planet Mass [Earth Mass],Orbital Period [days],Orbit Semi-Major Axis [au],Planet Name
Eclipse Timing Variations,1328.1414378205052,2016,7.447322341680461,1817.0856609488596,0.027641390766797,0,4013.238648788859,684.2337913903502,34.31391177543317,EPIC-2180 b
Imaging,2368.9919172289374,2022,9.36608618747144,642.2910669163033,0.0511989022825452,0,10062.062167457352,233.9448697080952,104.7160737858282,EPIC-2180 c
Transit Timing Variations,1414.2471896217228,2019,4.329673902458972,904.560569520028,0.069743456897636,0,5804.009524521468,716.9761412146332,57.92081371812046,EPIC-2180 d
Eclipse Timing Variations,613.2402327430761,2020,16.878794475650835,776.2274617774393,0.0799060219979677,0,6196.685606838941,706.522833798216,71.26297145544937,kap-7836 1
Disk Kinematics,1095.098386284012,2019,9.61340964192352,2019.326165024848,0.0715252189372523,1,4803.964363298297,455.77361106824895,53.45277962234483,kap-7836 2
Astrometry,441.8491061942362,2018,8.177207905008576,1794.6485249015786,0.080190058998244,0,2211.3065350186657,1180.6217633685887,120.72132628988362,kap-7836 3
Microlensing,618.6273444018796,2017,10.143647605500105,2544.308823260677,0.0810484959497807,0,9025.338424264282,219.56418775755367,147.23814051577102,kap-7836 4
Orbital Brightness Modulation,730.4837080978913,2018,9.280992794856855,1056.9703312077604,0.0617743592646047,1,1539.1368334088515,547.9799508608287,149.48413289500994,rho-3569 1
Orbital Brightness Modulation,925.5821384385484,2016,14.909660407789728,843.0589741520957,0.0659801678848295,1,7976.083407614813,355.80117527017404,89.08001209810163,rho-3569 2
Imaging,987.293785701336,2013,9.988603949559518,2035.0942363918944,0.007016043680134,1,8077.576586530682,499.6002308141145,194.47000745175703,rho-3569 3
Pulsar Timing,1232.4526603151326,2019,18.825447045240217,1771.9317463027787,0.0518577606681984,0,6372.746341353349,218.21970171425372,178.16833787903886,rho-3569 4
Disk Kinematics,627.3905121099135,2017,10.455315704972442,1603.4258334653748,0.04143972203347,0,3312.3095410008527,661.459428355314,92.63490511097852,kap 4777 a
Imaging,1353.7127277732775,2019,4.322319344679927,357.9985071131275,0.0645626940012658,0,7891.918019798983,612.0456724138091,26.20700531413169,kap 4777 b
Orbital Brightness Modulation,1064.90366661626,2018,12.34765230413709,1272.6613020068062,0.022829199209529,0,1125.1445740251647,356.38811988870793,30.038933483401976,kap 4777 c
Orbital Brightness Modulation,991.0886901237236,2016,10.71036127832989,55.07098560717009,0.041866375855202,1,8858.87900530891,893.698638803781,46.34922886718954,kap 4777 d
Transit,319.0372565362509,2018,6.408094048165098,1481.7519248190174,0.0486704703501376,0,11272.967317473587,664.5667720454375,139.9929258662006,mu2 8082 a
Transit Timing Variations,904.7117270449584,2021,13.803479404464932,1453.9932591847155,0.0068008726546947,0,4637.1452119560345,316.9609932242587,131.72870944634826,mu2 8082 b
Transit Timing Variations,1372.974403119913,2018,9.995261589488232,469.9760629592868,0.056354234823528,1,4783.109585887692,429.2714924132868,157.93484549134578,mu2 8082 c
Pulsation Timing Variations,929.1353654465672,2020,20.76321876914451,815.8730942014743,0.0338504130085889,0,3412.0561679775947,991.8625586467944,56.8664651461238,mu2 8082 d
Radial Velocity,1788.950459270408,2014,9.52865108987998,935.8581422772623,0.0178055891296595,0,4165.636341086494,719.6805398027743,172.97071739316664,iot-4386 1
Disk Kinematics,806.0023350857034,2020,14.817877539955909,1750.390307809163,0.0566444376150835,0,3612.7823530319583,606.9224962962891,130.52078922708182,iot-4386 2
Transit Timing Variations,2015.227366392145,2021,5.530617705254582,784.7014742621188,0.0418489063013044,0,5547.643734481971,292.5087814103366,113.45466601231666,iot-4386 3
Pulsar Timing,772.9794822883739,2014,4.5977590133466535,532.3748351642591,0.0376424282612449,0,5050.69358884642,410.4771868296931,113.458771911757,iot-4386 4
Pulsar Timing,1546.7256453407697,2019,9.235218040792205,1104.8429878241875,0.0625261855836988,0,5009.047593656788,192.3910476194193,152.33740964337574,HD 3708 1
Transit Timing Variations,2251.896874132507,2021,6.869340513429515,901.6851751614372,0.0498689739987558,0,7246.393621147477,632.5202173286073,167.13940794264897,HD 3708 2
Astrometry,965.0078921839756,2020,16.288925648250835,765.3040446737012,0.1072967570161882,1,4044.452214801711,225.8300131072272,143.69707753553226,HD 3708 3
Pulsar Timing,106.85624321481008,2021,4.6811351141110205,1294.80939915345,0.0771115606391274,0,4739.582056718981,168.86997982314637,88.2976469444771,HD 3708 4
Transit Timing Variations,978.9366022494498,2017,4.3344492892982505,1102.346906162055,0.0593353068176556,0,6180.5259563068985,112.51282120109356,46.01796267043418,tau 6450 1
Orbital Brightness Modulation,1200.5246454402848,2019,16.240542138329882,764.748996780643,0.0919874927985229,0,5298.674893878873,444.8389955824514,89.1255685951987,tau 6450 2
Astrometry,1124.321569612797,2019,10.40799061174219,143.13586084625217,0.0790349407270233,1,1421.918586292301,95.47925971438389,84.34581033519808,tau 6450 3
Astrometry,1032.0446428701734,2022,2.707219856396847,1322.4912794798652,0.0399089193798996,0,4275.454084517576,513.8167604518295,72.57242588172139,tau 6450 4
Microlensing,1668.3902573335072,2018,4.268345757050748,1165.0793723794673,0.0265729171945109,0,4233.58283515782,313.65835918914365,101.70373346882586,GJ-8206 1
Orbital Brightness Modulation,991.4577859672764,2015,3.086103733964066,1125.6963052896406,0.0753176035863158,0,4956.9704408827765,285.74201657026407,130.19884572905158,GJ-8206 2
Disk Kinematics,1622.7566126215,2020,4.858533318969004,1232.4479626513885,0.0800842287452956,0,7922.948768589526,523.8460925722367,135.01259725487915,GJ-8206 3
Transit,134.89294590851614,2020,13.27135285895884,1515.6502323673851,0.0126977827220113,1,1383.1631875009734,636.9531622938968,51.63831291264599,GJ-8206 4
Imaging,601.6329035377976,2018,12.07418741826335,98.11620973119534,0.0893407387367928,0,1314.3092574881389,432.1598884082233,65.61570215440025,gam 3836 1
Pulsation Timing Variations,1037.7414843638926,2020,14.487676904026078,772.5139928815208,0.0624355176383137,0,7118.500604691897,133.54423536204774,125.0948784082988,gam 3836 2
Pulsation Timing Variations,1269.383569085324,2021,12.496240769202156,1802.842164946185,0.0830364186197399,0,3874.288903196264,390.4935013540152,131.86921035215377,gam 3836 3
Pulsation Timing Variations,871.5617254401736,2016,6.801625894143064,2468.511473031353,0.0538845617083966,0,4330.314343360184,449.2762648132029,123.3860965751477,gam 3836 4
Disk Kinematics,964.4714164522512,2018,18.46563661309069,190.73903844701977,0.0299945186307552,0,4205.723691937771,323.60048171922506,160.34840487821543,bet-2668 a
Pulsar Timing,1853.7968612250556,2016,11.23912814380351,961.9189073270284,0.074503924072021,0,2409.4855333440223,510.482614255352,179.0944944387117,bet-2668 b
Orbital Brightness Modulation,1331.6724374541238,2018,10.875941317679592,732.711239222227,0.0313594714150783,0,4762.362493557454,337.5876063359805,163.14430513870747,bet-2668 c
Transit Timing Variations,1100.557634435561,2016,19.307469984766257,506.7258716493667,0.0664450212407354,0,9392.33883948904,344.2558775282278,89.41647034421547,bet-2668 d
Microlensing,1070.5052588315443,2018,14.159161494255182,1316.6679888973372,0.0504405824563549,1,7882.995150861514,691.895035199889,146.14126576970318,iot 7351 a
Pulsar Timing,828.5263421551092,2018,15.543435888441486,1743.012780674067,0.0699969261400316,1,6679.515567346127,586.5628658080263,56.808893996053285,iot 7351 b
Radial Velocity,1555.6744515036155,2017,19.54287190640507,381.5843437982216,0.0643490400639118,0,4268.591857634662,301.7362633878068,163.5590085829272,iot 7351 c
Pulsar Timing,1386.8608244644995,2021,18.61809782581585,1829.245013134735,0.0144187914080457,0,8592.123183116897,484.6346926775285,147.36298243231886,iot 7351 d
Transit,549.1645422225952,2018,7.080683069191401,1831.452386275276,0.0303502322888577,1,1689.2125458196197,643.5856845070127,117.44786267225808,xi 23757 a
Astrometry,1472.9501936081742,2017,2.31042013170663,1198.8968047956182,0.0541025314575219,0,4600.5765030193015,836.5664083240466,97.72213558989316,xi 23757 b
Orbital Brightness Modulation,792.4169871080171,2019,17.455597755772004,173.9217572249537,0.0798711617081089,0,3362.2493887850924,166.56110698685688,56.939139549927255,xi 23757 c
Transit,2092.9867355924503,2022,12.750042815992806,1370.8177981343797,0.0565417751797888,0,5350.287851974095,714.3596300698791,79.69664838888094,xi 23757 d
Microlensing,1935.5336682213567,2015,12.334689175948425,1722.8330604306643,0.0025119880039968,0,7171.82507183886,549.5544741944163,67.21384670854242,eps 9760 a
Transit,1220.6474868724845,2020,6.039592942728862,1302.9634094585017,0.0100154153979951,0,1059.996146252145,625.737345891495,98.07889361059418,eps 9760 b
Eclipse Timing Variations,307.5777379985225,2017,11.804622077159042,1003.9203911432166,0.0501292341535338,0,8141.531600651338,486.564441871821,68.96236173486328,eps 9760 c
Pulsation Timing Variations,2097.91735681709,2011,6.498374078851019,2265.997781210294,0.0216526835055839,1,7395.129246381781,533.6532535078388,67.27531319422513,eps 9760 d
Microlensing,811.5072539376806,2015,18.722586705980813,260.8529475030874,0.041906503218435,1,9537.95108965748,438.0901365898519,12.232449923142497,xi 1 a
Pulsar Timing,1224.9589558764196,2022,8.686051291676545,323.8402581023503,0.0864513516475448,0,6529.7596771395165,766.4365075172973,84.41528787906996,xi 1 b
Pulsar Timing,1127.818210692124,2019,5.957486996424562,400.8132982533938,0.0879628096469084,0,400.82607341962193,538.9108392528525,81.38851481585064,xi 1 c
Transit,2967.773626534483,2014,0.4168895397562107,1916.4354503661416,0.062663155247147,0,7095.951768121934,1138.911240936674,111.92649742471446,xi 1 d
Eclipse Timing Variations,1384.1447457521222,2018,9.502123728697203,1227.6210997506807,0.024750509849277,0,9083.881933119264,857.1588381084364,29.431130770388197,CoRoT-1364 1
Transit,38.43599269091146,2018,3.289623377295756,530.6194509929927,0.0677348218784766,0,3413.723603035518,445.2919281153264,101.29005387304407,CoRoT-1364 2
Transit,1190.0981314782605,2019,4.274236095602524,1558.9579901649706,0.0084982130236677,0,873.8042711469352,886.8316018110538,184.5535936923506,CoRoT-1364 3
Pulsar Timing,1199.282221431971,2014,12.447549558220151,651.371852031888,0.0631640849572265,0,4704.4655336671,161.41518377764487,171.68702540928103,CoRoT-1364 4
Radial Velocity,956.6013980702212,2021,11.668483391811575,1735.2832904470297,0.0288378024554746,0,432.3515902834879,538.9819642758963,131.92357264689358,gam1-86611 1
Pulsar Timing,696.496088759171,2017,9.055595931617187,111.20485762824931,0.0632719692069928,0,5169.522162721576,515.6817230479245,77.53094596930242,gam1-86611 2
Eclipse Timing Variations,1466.857296698964,2017,16.4416421296683,1257.7679079518462,0.031045925905756,1,4776.227215601957,148.98868606843416,133.08954794323114,gam1-86611 3
Radial Velocity,1634.6397361308243,2020,7.699491314333285,873.6396015664282,0.067151693679901,0,4975.179156255085,145.35622592840502,164.7134442058503,gam1-86611 4
Astrometry,148.33202992808617,2019,7.094937637574289,1590.0112799311294,0.0369423247961261,0,8322.511111339758,846.2385130470545,110.658200426086,Kepler 1364 1
Imaging,642.7084851516192,2018,10.847143469593457,1248.086734417189,0.0340907027044243,0,3248.9561391137104,99.684713638483,90.46033198853516,Kepler 1364 2
Disk Kinematics,1265.123769038358,2022,10.127069162199929,1523.0801933091989,0.018556708276893,1,8551.688888841902,1026.351011263484,131.68725141959337,Kepler 1364 3
Transit,678.2855938367829,2015,20.716697151771424,1586.2944710731083,0.0157765868239649,0,5804.337131025555,330.3168471919353,183.390837075676,Kepler 1364 4
Radial Velocity,1078.5016350752478,2021,14.487774235808969,1648.216639379296,0.0295652926445542,1,5488.49235015956,180.7063173592252,75.3171210767308,kap-178 1
Transit Timing Variations,694.0253617967701,2018,17.851383679969146,2132.804977152952,0.090246301100839,1,4071.1680692755713,541.3983250243921,181.32316201843355,kap-178 2
Transit,1218.5004553140932,2019,16.374460152869915,944.8070043760222,0.0295831840596508,0,8525.557508845868,648.0186586270277,81.06286350035595,kap-178 3
Transit,595.9802569753791,2016,12.379929750302258,1873.9478867145149,0.0527537053081458,0,6529.340865176957,398.6056573368513,152.83509683788958,kap-178 4
Transit Timing Variations,1190.9647906419862,2019,3.052566445088273,2189.957422753897,0.0305430511048262,0,4482.352389165512,104.26478947239434,146.1753846752385,TOI 7837 a
Transit,899.6383099967252,2017,22.47578470446683,1079.7593347501677,0.0626295710727044,0,5962.50256664846,1112.2826038243425,115.53196493314178,TOI 7837 b
Pulsar Timing,2354.311345583421,2017,6.343249761623209,216.3603554366356,0.0103798362940059,1,4692.292027015107,660.1514127907224,166.89209567206643,TOI 7837 c
Microlensing,1966.6492420473976,2021,12.925349966838052,1603.3600826809377,0.0716896098281482,0,8310.09961730464,858.0284940048905,107.19636479782018,TOI 7837 d
Disk Kinematics,853.6318163588849,2018,10.96349175415786,2387.2131868170336,0.0636823786719751,0,5172.885879920542,50.81973684308724,99.91957718439546,kap-9021 1
Orbital Brightness Modulation,955.9784745363828,2019,1.0492274881661778,1360.7748870779617,0.0550825945740664,0,4250.460694085414,227.52288123611817,73.43605751625819,kap-9021 2
Orbital Brightness Modulation,896.2858660320184,2017,4.673878671172908,1167.8075187820816,0.1239588301784114,0,7568.753899316068,793.4253890872292,4.007875338885881,kap-9021 3
Microlensing,1060.5811899564007,2020,11.531025478741997,1499.219379582872,0.0774440112876301,0,2684.6622213071782,327.7082800781964,48.01559509661722,kap-9021 4
Astrometry,206.11414677970868,2021,8.12857685036359,2125.8146925320143,0.0661206841317054,0,3633.884885365909,259.3650590089849,59.67282798569818,Kepler-220 a
Pulsar Timing,981.926896025088,2017,21.853189170546337,1052.6427674528943,0.0280342235475062,0,627.7177179057608,206.50882775370872,114.60260265612088,Kepler-220 b
Astrometry,1085.729746410699,2017,6.136892288980676,1295.0143796697594,0.0592091180443624,1,7874.962443099552,197.03294293527196,121.52486974611948,Kepler-220 c
Astrometry,1123.8575900494577,2015,1.290790922799555,1286.0077272087635,0.017242150825589,0,7878.768371112748,621.3309930677555,152.3978885624197,Kepler-220 d
Imaging,1067.960380341057,2019,8.199589816795855,2073.756300268895,0.0673525374490657,0,12092.233215812075,939.3366573427732,152.5012333666567,HD 6898 a
Microlensing,1571.5265275981003,2019,4.408307753938899,233.96050950187487,0.0362009260256532,1,11572.145139089247,963.99287930614,192.2243287699967,HD 6898 b
Transit Timing Variations,1328.3445526293317,2018,12.151129830125008,110.63498692646476,0.0731784173911751,0,5157.364592687144,465.975882694257,31.461654575532947,HD 6898 c
Eclipse Timing Variations,803.3176591223308,2019,25.723227757012644,1974.7935891274344,0.0557777855577038,0,4253.522704992274,882.511195320162,71.20129729605708,HD 6898 d
Microlensing,798.9056648558003,2017,12.200533753699093,1774.1647269742691,0.0609960357992934,0,6924.151960617378,883.2883580856357,54.44015041605423,ups 3 a
Microlensing,1469.366180370396,2022,0.6106165561373214,1298.5471397282577,0.0218494293113767,0,6176.372734268182,154.5452595571844,84.29186812572398,ups 3 b
Radial Velocity,1416.643023245193,2019,20.045953688027687,882.4246713314939,0.0595357350070523,0,442.06902649397216,836.7086842822055,116.67913754837494,ups 3 c
Pulsation Timing Variations,1763.581246525771,2016,2.518110877683636,2875.670358145957,0.0658830415929973,0,280.80308492005224,399.0149841000494,146.1304438177669,ups 3 d
Orbital Brightness Modulation,917.5545294882968,2016,19.78790175492248,1541.391836163517,0.0615923779626503,1,2710.785375236497,520.0004454417098,96.3002701102731,gam1-3836 a
Pulsar Timing,964.4977158908252,2020,6.669627684812987,111.98921649308636,0.0389344732748753,0,11533.954263140728,692.8382358777866,38.773655571574494,gam1-3836 b
Astrometry,1402.1001145021607,2017,5.474818805876642,633.5983319733787,0.0413682377338506,0,6417.462222596328,606.5207071920635,154.68575601711143,gam1-3836 c
Pulsation Timing Variations,768.928934490212,2018,16.022579208144247,1060.7834724642732,0.0733429705377489,0,3652.8521827358936,564.7547676985004,140.75692544707005,gam1-3836 d
Orbital Brightness Modulation,1828.526547781239,2018,15.048775527822444,1163.3757717411004,0.0615272309238196,1,7662.464319071096,1011.3591629652744,111.53210833939453,alf-8275 1
Imaging,585.8705030108023,2020,9.688006242434856,963.7268366223658,0.0623596707727279,0,4915.2770899639545,782.389162850627,56.18129157684319,alf-8275 2
Transit,1048.572586812833,2016,16.541707294881245,1192.0667864392417,0.0771204383569024,1,3788.4379248824753,296.50163782991945,104.5138369650728,alf-8275 3
Pulsar Timing,321.1517696516013,2016,10.57782400500219,1543.0200597392663,0.0325676903237435,0,1881.4135666357477,584.144264891532,50.10656997675196,alf-8275 4
Pulsation Timing Variations,1186.8294610993978,2015,15.495381202516704,711.8233391927151,0.1042633721682837,0,2714.663409368827,298.3296896675523,124.83333519340256,iot 7836 1
Imaging,2037.1727174218315,2019,9.679136105214395,982.5543480728536,0.0577805967279032,1,2746.9285942751867,613.5364968823042,84.43372438099001,iot 7836 2
Transit Timing Variations,1372.8020332305928,2018,12.449654338424256,1641.5687460684196,0.0623065242932576,0,5211.634999554783,818.1179746037819,55.099199834176446,iot 7836 3
Radial Velocity,304.35127946766045,2022,22.364500666497054,1185.6334047027635,0.0545824868736829,0,9302.589175468092,160.32271081334395,86.7493944320789,iot 7836 4
Pulsar Timing,1575.9371965464002,2017,18.90166754099898,454.3237106081092,0.0263921834589923,0,9000.325402066372,304.06265013735367,91.31168799993938,EPIC 5862 a
Orbital Brightness Modulation,1230.4814309905166,2017,10.902390359430065,107.68302951684063,0.0786040066283654,0,3802.265073233466,708.3134311686781,162.07141166477106,EPIC 5862 b
Orbital Brightness Modulation,1729.9947629456592,2020,8.743690639971241,874.2562327940066,0.057898665469246,1,6559.854613008512,444.4436904187029,157.30277981468544,EPIC 5862 c
Transit,210.0233518594507,2018,4.595264463967477,759.6634565644194,0.0347460894809968,0,7707.212038262025,550.3320938735745,89.96764397813631,EPIC 5862 d
Pulsation Timing Variations,1463.529839253691,2018,2.952998604289101,379.592673077233,0.033058600174619,1,6953.592783047379,533.6280251505193,67.35555266976635,HD 44252 1
Orbital Brightness Modulation,608.1163499105012,2017,23.060601121248794,834.7007012267936,0.062458180838262,0,2606.244977482748,314.4886004671107,100.547562598686,HD 44252 2
Astrometry,1156.090537076218,2022,13.67555473721152,611.8267450583744,0.0490367164196498,0,7066.530616782129,673.8087899820584,85.71285418298964,HD 44252 3
Imaging,184.05144223502415,2019,10.03742935204438,1333.698242298805,0.0651136192068336,0,2696.552452244996,523.1140487819987,45.64380753419451,HD 44252 4
Microlensing,1356.6550329126485,2021,14.91658628578605,1271.7921608209997,0.017494965123025,0,6440.698489922266,294.7358141755668,128.39662098330427,nu 5736 a
Imaging,748.0202303915738,2018,12.994603403351276,786.7145440098309,0.0628351794167956,0,3365.026454615596,800.0770564442151,130.07788580558827,nu 5736 b
Transit Timing Variations,1093.4458304473003,2019,14.794099056952554,2066.160510284534,0.0777060132915024,0,4945.911445916404,383.9083965026322,99.6139954114476,nu 5736 c
Orbital Brightness Modulation,1417.2480597782155,2016,2.7351589295877385,1301.0697778356755,0.1034733085645541,0,6162.826620666219,600.8014617574977,119.62817866395388,nu 5736 d
Pulsar Timing,1667.4624350933464,2020,19.85529902129672,1458.756687688105,0.0083319317213252,0,9413.564085133135,592.9949193952957,128.16172138505672,tau 3862 1
Transit,1083.3608524744266,2015,14.216178041204294,2096.0232254539164,0.0623872059729105,0,4888.336581617823,844.9549656513149,65.6334338055166,tau 3862 2
Astrometry,906.4305642389676,2020,9.092263799145124,1807.327047243996,0.0605805002729479,0,4035.762893621596,1366.3272562696443,183.82293200246272,tau 3862 3
Eclipse Timing Variations,1224.7580190579197,2018,12.733659968788333,1238.554096461909,0.039858086920532,0,4254.015743617471,607.8143876215104,193.94462832602,tau 3862 4
Pulsar Timing,1241.0858806754086,2019,9.04335446676347,1095.8726572903834,0.0085673519680316,0,5968.038840357478,834.3539166785365,63.60909592084282,bet-5333 1
Radial Velocity,1385.238221306664,2018,19.132324701279916,518.3130152689297,0.0272136916911939,0,4211.011696830973,207.72817850807928,1.6503537981058969,bet-5333 2
Radial Velocity,1773.0060657527968,2019,9.261024729789106,946.42376790348,0.0449764985772194,1,10204.92412217304,143.94470539771862,79.67514400167798,bet-5333 3
Disk Kinematics,928.9698814611718,2022,8.983644504105696,1635.4935144379838,0.0504071801083323,0,4910.289442223256,105.2023121076341,113.38535040362768,bet-5333 4
Disk Kinematics,1400.5231989562103,2016,21.70268743694864,459.1108334748728,0.069101582760743,1,9740.592963925,716.3560293207634,69.8145960821208,gam1-2635 a
Radial Velocity,991.4270982338282,2020,13.164870445639057,101.52611045527,0.0886683218302144,1,8497.376445109185,755.5158778399067,104.08420466975072,gam1-2635 b
Orbital Brightness Modulation,1138.091677201479,2020,4.012376612233195,1240.038111994563,0.027562568418979,1,4100.407894020031,475.6511625834826,85.25295123831323,gam1-2635 c
Pulsation Timing Variations,682.6298425288118,2018,16.585445021190928,2052.52554943789,0.0219242943609301,0,6480.32107549741,764.1635044395805,110.22130114961196,gam1-2635 d
