Discovery Method,Equilibrium Temperature [K],Discovery Year,Planet Radius [Earth Radius],Insolation Flux [Earth Flux],Eccentricity,Controversial Flag,Planet Mass [Earth Mass],Orbital Period [days],Orbit Semi-Major Axis [au],Planet Name
Microlensing,485.18898599881993,2021,10.838928347784224,275.6113365609788,0.0103357661765079,0,13970.534468244585,410.0218320961243,75.1628495280475,gam1 7034 2
Transit Timing Variations,2421.389121781822,2020,14.016157297241286,1199.2276705939587,0.0129312492632819,1,5855.398155252072,494.7599331524953,0.2761974565796521,gam1 7034 3
Transit Timing Variations,288.1804947256778,2020,8.803390921589028,1171.5093561180302,0.0914553366526725,0,7251.694156909973,1255.838124718247,146.3221711698027,WASP 1121 a
Pulsar Timing,321.2870741710475,2020,7.616934000392516,2008.366295726414,0.0264779685172068,1,8308.402329973433,176.18122525772532,84.43440834975914,WASP 1121 b
Pulsation Timing Variations,196.3733063265701,2016,10.89511002190921,758.1580507299727,0.0766608110144401,0,9347.833842876753,404.5599440520143,39.34228092558741,WASP 1121 c
Astrometry,2129.2185619165107,2020,9.460617511548415,945.118589848292,0.0358822625628008,1,988.3858861075528,853.1957794688196,73.48231865823378,xi-3311 1
Microlensing,1178.933868377859,2016,6.436876493081233,480.50814767007046,0.048595533592575,0,2561.4131191338984,603.3688350214638,102.11009496452408,xi-3311 2
Transit,616.2475537931774,2017,13.923125439484211,757.517090638534,0.0883649613808927,0,8482.345054289573,887.975250889086,199.5289265070296,xi-3311 3
Disk Kinematics,482.4459272003904,2019,17.993571650486764,704.78429877956,0.0351535143746316,0,7009.902523385272,420.448259030595,146.5559363809056,2MASS 8025 1
Microlensing,1503.491563453625,2019,16.191848986048015,1804.820746698222,0.0933841266561575,1,1177.158023320006,455.3605287293759,133.4738915477443,2MASS 8025 2
Radial Velocity,522.8461638854277,2012,6.977122057711808,1484.9167837312789,0.0972558487564389,0,4321.5037229399895,327.4196888095287,33.44797849762446,2MASS 8025 3
Imaging,2139.7771894943608,2020,7.1702605483398605,870.8022032688198,0.0862838796304366,0,4734.690540333501,606.4899733736682,121.15480535040278,tau 585 a
Transit Timing Variations,1099.681362038073,2016,6.655269576463796,1327.5190013423464,0.0834642513306721,0,5505.594209281948,1464.00590568599,280.7626713059586,tau 585 b
Microlensing,1076.226771526523,2020,20.79418621138572,1038.4766357827434,0.0258105192056176,0,6875.224341913044,668.799025339865,151.21457428572674,tau 585 c
Pulsation Timing Variations,1498.0774265312098,2021,3.8976640815524304,1240.5434674273874,0.1084335585295731,1,3101.904094766848,771.7460369681318,192.72824033356176,WASP-3997 1
Eclipse Timing Variations,1681.5671271448637,2015,5.89683523361008,1401.1056756893577,0.0136618732194042,0,4894.9079623748985,948.8660646980492,33.357612747534844,WASP-3997 2
Eclipse Timing Variations,987.462101011423,2021,2.975281330593271,391.2374728489689,0.065182491971521,1,9595.79054549407,523.7515179417836,70.40953058940808,WASP-3997 3
Astrometry,904.9199144269596,2018,13.272979406935129,1256.4158250199653,0.0201460727816412,0,6141.957988527821,206.03370367848655,170.1505807646702,mu-8963 1
Transit,1286.6184582111823,2020,9.708445656045898,427.4298097932775,0.0598163583036362,1,2301.2407863437743,230.791272744436,78.88090519014948,mu-8963 2
Imaging,1035.8107856046868,2021,16.058445964839517,2040.9435167334468,0.0624613984076229,1,1126.471928665268,410.9770734972254,145.45545104328008,mu-8963 3
Radial Velocity,707.0702122799435,2020,8.357879783701195,1281.7630516975507,0.0887006565522958,0,7706.730537538594,605.3356162337019,150.32322987216617,nu 4777 a
Orbital Brightness Modulation,834.568882081828,2015,13.350931630510066,1721.680196605424,0.0625013222713331,0,5647.036194625483,473.558230660537,85.7387991411243,nu 4777 b
Imaging,953.2602266219196,2020,12.997588875461505,1906.6309782201672,0.0266330433409353,0,6031.935569845022,887.3231175613321,131.48390244673914,nu 4777 c
Orbital Brightness Modulation,568.8059230023651,2017,10.87896766947994,110.93823830841755,0.0243214483438819,0,11180.969223280976,808.1960491068953,14.920743428638502,omi-2205 a
Pulsation Timing Variations,1514.3248030602829,2019,15.776269594598514,1471.6822916361923,0.0742523629650426,0,6275.453947773286,164.66233469881684,83.70206617128332,omi-2205 b
Eclipse Timing Variations,2546.4885195289125,2016,16.484660197393797,1482.633038876147,0.0676034102455297,0,2906.233387298266,556.0408726306857,112.03073426945562,omi-2205 c
Microlensing,1251.4043222010448,2022,2.852687646177456,2064.9238527475904,0.0712960983842402,0,3695.542851597439,441.5666779670259,141.2608122893789,BD 4208 a
Pulsar Timing,856.7066008214684,2022,13.98807396914794,1122.3129000691529,0.0438006973186476,0,3340.887529572491,978.4721134325514,76.99412844133988,BD 4208 b
Orbital Brightness Modulation,813.0213270675692,2016,9.17461195255972,814.8680148468193,0.0672588880954464,0,1688.720148024222,385.4050681543882,33.78608597244886,BD 4208 c
Pulsar Timing,764.1260272781628,2017,6.001359869146313,2057.574261387612,0.041715875342324,0,2338.8332133330505,319.35578733697105,65.51404175097537,ome 8190 1
Transit,1082.405478072446,2011,9.872732805547074,1951.5586582925823,0.0204058910121423,1,6122.342651095272,785.4164435889785,122.29777602482102,ome 8190 2
Orbital Brightness Modulation,503.29372309304347,2018,5.318381018655862,2000.563911281431,0.0573620585266261,0,1232.6358794095304,1332.0359367829617,159.3417359769786,ome 8190 3
Pulsar Timing,1265.251046665632,2021,18.455851410670224,677.8792067386726,0.0543660248531121,0,1448.4868768485744,967.9430021379088,125.93061838146672,BD 4146 a
Imaging,1928.5740602980843,2021,6.674044372774601,854.852864028745,0.0327019934962214,0,10343.942878096692,884.2996312051598,74.04981488983056,BD 4146 b
Pulsar Timing,902.9628225098865,2011,10.366453158848792,1541.734549570472,0.0821697856157479,0,6203.701255462374,63.75046259399886,130.34325621042933,BD 4146 c
Radial Velocity,1532.796950085226,2021,13.003637417217128,1829.5270401233315,0.0307686577508121,0,7819.257022685065,960.5593004766732,162.74061486066898,bet-8025 a
Transit,455.4619831231854,2018,12.500705183825325,1293.7409183661214,0.0509622804076389,0,4238.3237065405565,601.5550398830128,100.25679578716654,bet-8025 b
Transit,807.4738149394453,2017,17.16710805229282,1165.9401981101307,0.0502658253351583,1,801.6819233420865,465.24479782501095,125.14950776999228,bet-8025 c
Eclipse Timing Variations,2125.285445939712,2020,2.547843646260743,1782.1103696304406,0.0777583579953012,0,4616.502151111298,457.63849870630514,132.36433647724755,kap 7461 1
Astrometry,1266.0603511634904,2021,16.304381320523603,175.6456644394042,0.0853501401447979,0,7228.64281944267,742.2474998796334,76.45851447102456,kap 7461 2
Microlensing,2242.415072820264,2022,10.017604912543076,1556.7402560109765,0.0639859271227478,0,1051.3724762140396,488.2760166929621,65.34717870257862,kap 7461 3
Astrometry,1240.7694679978106,2016,27.987882270037797,752.7187764813943,0.0617234088538443,0,1134.8286696320934,285.16330160535784,124.34608103658252,alf-19371 a
Microlensing,713.2682043196919,2017,11.889511938126637,1242.4456660987134,0.0942210139889995,1,8914.189504314298,180.44911898178864,170.58441032665104,alf-19371 b
Microlensing,782.9425949311693,2021,4.105342399149544,645.8540060646294,0.0355881696936041,0,6238.101910557865,474.24815092102574,17.625509665829526,alf-19371 c
Astrometry,1763.7896395908836,2022,13.682523862861034,1593.5856291614416,0.0627095468120646,0,8653.18331556909,137.65544917367862,82.49247279278406,nu 8862 1
Pulsar Timing,1951.0423737976064,2017,13.308066631588716,1162.8536679997424,0.0319859949647947,0,2840.2111871390225,197.08039117636707,6.510898761115655,nu 8862 2
Pulsar Timing,935.5363137018236,2021,9.579187111332516,2459.989583088708,0.106387118483114,0,5781.686045472723,484.9279576839544,150.42708737108512,nu 8862 3
Transit Timing Variations,1060.1450568206826,2020,11.47618662842156,447.2498491233788,0.0455936508427834,1,4758.9880850734135,164.04498304755015,125.35886431171012,TOI-84 1
Transit Timing Variations,3039.1455625117587,2022,9.747427670571907,744.400170682291,0.0672327813156334,1,3452.939738616098,1109.0393460523978,65.3924583814807,TOI-84 2
Imaging,517.7017968113399,2021,12.904432444030514,2094.9290888662026,0.0259794679594569,0,5935.219973095727,666.6004528020342,95.39714595979125,TOI-84 3
Transit Timing Variations,1056.2896146250434,2020,5.853401682511681,648.7935317110307,0.0597820539459895,0,3535.5406682590537,586.2544885703052,22.88285931401813,mu-4208 a
Radial Velocity,1068.5909097225135,2018,21.315475543305737,405.2811151075922,0.0462702074745554,1,1119.2238498917943,520.166694808789,106.52910080990894,mu-4208 b
Transit Timing Variations,642.6314930774455,2020,12.317705204329238,2020.0240798272796,0.0477122332730781,0,5052.013700251927,451.423814115233,32.570664105529985,mu-4208 c
Transit Timing Variations,1403.2461507800165,2016,5.7428869220581324,825.9429131661977,0.0246181224885625,0,6129.446600390946,362.6405244514908,96.339058149795,xi 8767 1
Microlensing,1818.860713052576,2021,11.978762841587905,225.3140226268464,0.0513056720190643,0,2138.7406964139404,220.1951001689856,29.94351885613078,xi 8767 2
Microlensing,2471.6389662264514,2017,12.54382809248251,1267.182225092058,0.0714518491443075,0,4246.13313654478,614.7294892848192,96.47258169182112,xi 8767 3
Astrometry,903.1037581460964,2020,9.946716316534095,1501.9864828126747,0.0487261183082438,0,3075.401321319474,1124.9457392195122,131.1302181554549,gam 684 a
Orbital Brightness Modulation,1445.8894430798196,2016,4.610333163522928,848.7558153018102,0.0648120181311937,0,6113.515437655244,690.8250791691113,67.55203380797859,gam 684 b
Pulsar Timing,1211.6878627990716,2017,12.42967878878146,1213.9765530746738,0.0381601509397417,1,3375.563657247429,260.3417583414738,178.5744494060271,gam 684 c
Imaging,517.9161121748601,2019,1.9177780145849488,950.2429959996296,0.0951544401538078,1,4232.580341260427,451.22873238960346,54.2493942248862,2MASS 7657 1
Disk Kinematics,115.63146192801844,2019,13.547958889897924,2115.221523661756,0.0248636519691132,0,9790.666498460954,362.3406437759014,149.85257396967674,2MASS 7657 2
Eclipse Timing Variations,1029.754324616183,2020,11.920675138822777,741.3866277409778,0.0461939523001423,0,3159.876600120957,648.5149106427838,14.765047677017463,2MASS 7657 3
Astrometry,1974.939885566558,2018,1.4684472610112174,266.79725166849653,0.0047189759846218,1,85.99569279038042,800.7968745658732,123.28236594980648,DP-7692 a
Eclipse Timing Variations,1237.5964132046954,2022,12.64931666548012,1516.1538385303595,0.0839682315608603,1,4595.4768837717,547.3345813212647,67.81095305213492,DP-7692 b
Astrometry,1038.5796693836862,2016,18.959248971098305,1519.382701214297,0.0245810290880936,0,7870.219066977825,821.1254272948922,117.64371427880027,DP-7692 c
Eclipse Timing Variations,173.61360023991506,2021,9.609646182584717,1503.6367655566526,0.0359838489753519,0,9751.082735388003,422.095442281085,56.46887267718471,Kepler-9797 1
Imaging,1214.6154379667578,2014,11.98626905631613,338.5395870914982,0.0966125850925435,1,559.6489769900245,145.8424960940419,80.09550575990286,Kepler-9797 2
Orbital Brightness Modulation,2188.281592372228,2021,12.369525219433736,1585.6682755781187,0.0558967843934375,0,9203.081249621611,1142.4884275976867,27.739050556785827,Kepler-9797 3
Microlensing,380.4473089167153,2017,16.049873930161766,529.9340204767395,0.0484611392463657,0,8241.728931003974,391.8941881107952,179.57521077838177,gam 3708 1
Transit,701.1256753982301,2018,14.230378908636473,1125.1108095606633,0.0317792804162883,0,5141.8980009051575,786.5065505366331,81.09192437567513,gam 3708 2
Astrometry,1272.4073682340622,2017,8.006696828882522,1766.413074664426,0.0480708483850542,0,7805.648655206374,353.58326135248234,100.65694387184904,gam 3708 3
Radial Velocity,1509.9448775498386,2021,13.231462345989629,2202.151597654595,0.0428804477179391,0,1009.6421023772303,479.6739422348216,156.3878803365065,gam-409 a
Microlensing,1707.8710495243215,2022,5.058069815830367,1689.0559187348845,0.0816281511225265,1,6647.1321447628925,663.4406512270576,89.37448784983982,gam-409 b
Disk Kinematics,2037.4239470400416,2020,23.59680264467781,1668.2260097932403,0.0692520660606866,0,260.785018800475,217.98738785516963,106.67347381533646,gam-409 c
Transit Timing Variations,2630.3319878904485,2019,11.481769431331246,1485.6103707906675,0.0197154147704055,0,1656.366564531092,803.481900147558,79.3014130514303,mu 4456 a
Transit Timing Variations,1340.5092914980655,2022,2.2348403027584336,2131.4415605940058,0.0259496236344173,0,4203.150908808062,447.0591995984689,109.27534765532702,mu 4456 b
Microlensing,1142.678777852626,2019,16.917813968440655,1408.0410112591692,0.0913422233496297,0,4158.474269272664,104.88620107879308,171.9361163745978,mu 4456 c
Microlensing,853.0133145763036,2014,1.4336343192588714,1025.2112792879998,0.0858968998266309,0,3316.172006160946,344.2755476456273,124.54902555020924,GJ 5526 1
Radial Velocity,591.0807617185351,2017,18.484483351164496,651.6158197938514,0.0495334202061352,0,5332.31962593056,915.6743758835878,92.2967590767404,GJ 5526 2
Radial Velocity,1546.0930649225936,2015,10.036187628472906,746.0566798654522,0.0722272411276041,0,1741.012287803288,535.7208380288768,33.72373492838902,GJ 5526 3
Eclipse Timing Variations,641.5972021667369,2018,9.32942368939478,1016.059385741854,0.0554744794924538,0,8319.792984759377,561.0287362867274,133.13278252413497,rho-8767 1
Transit Timing Variations,1650.060795054664,2019,11.22403066536944,1055.65838255141,0.0299607903124737,0,1622.4309728366547,385.2133289708108,76.87100367720096,rho-8767 2
Microlensing,291.1640291526046,2020,15.59023644776455,1558.6507082200128,0.0148822993645544,0,2659.271402602928,616.9829663423155,48.5262858421972,rho-8767 3
Orbital Brightness Modulation,1329.7147412359232,2012,7.05592987011508,1423.7387106553083,0.0312019286292539,0,4180.367740339827,709.1935290471424,57.31810121931526,iot 69 1
Imaging,697.2201211119353,2017,3.4674788683659354,1373.9696948840683,0.0773320763617063,1,4370.798696055987,880.7711400072051,104.5991994571041,iot 69 2
Radial Velocity,1076.66758676003,2022,20.64934820654297,707.4531334043438,0.0226325154781079,1,1244.1858197159577,1006.4978895945758,149.29445991583205,iot 69 3
Pulsation Timing Variations,35.145847965493886,2018,14.217496136456171,315.3961148360928,0.0606967942247765,0,4854.46567104421,497.6767259645024,175.45540855212295,gam1 9797 1
Microlensing,780.4560890877453,2017,14.180984725237796,1134.9116413600232,0.0727257663484796,0,3347.128515884264,675.8791766330735,64.786815739413,gam1 9797 2
Disk Kinematics,786.173884252692,2018,6.439973490983058,1840.1095394454148,0.0732756965139397,1,3377.815219432336,264.5878125609054,43.15342139829392,gam1 9797 3
Transit Timing Variations,725.5360945200857,2018,8.777188326987158,854.978742978313,0.0764833128135234,0,7346.199274748942,533.3524569567097,95.56732726517102,iot-606 1
Pulsation Timing Variations,1513.6670712299217,2018,18.991244947309543,1446.3085108405703,0.0860847148699585,0,5929.5887475865,642.4799945552802,50.82334052152427,iot-606 2
Pulsation Timing Variations,2282.348418415352,2017,16.088317449318396,558.2272230159382,0.0634329573506461,1,947.6950226932404,655.5966390349148,19.477426389141783,iot-606 3
Imaging,1462.2813061535765,2015,12.70397235702924,682.5379401976193,0.0382379388896566,1,7820.693312116886,394.2948564440016,171.29374399511687,EPIC 9988 a
Disk Kinematics,154.18868292495097,2018,6.353867861125546,992.3052646774383,0.0402609397855632,1,2695.205390824869,684.0708329909075,51.01231435605831,EPIC 9988 b
Transit,402.9249979306626,2022,6.471359657822156,1029.4978257863147,0.0684823454773809,0,3750.189892813007,487.6344149036744,13.592943299262233,EPIC 9988 c
Pulsation Timing Variations,677.2559726981546,2019,18.001061584500643,843.6425204266159,0.0344727990796624,0,5426.564611685059,442.8119334797128,80.44354973138775,mu 1727 a
Orbital Brightness Modulation,1863.9722559236757,2017,2.057559286435657,54.76413278290897,0.0468117650382683,0,4366.695142078563,568.6257151093488,74.85290382545631,mu 1727 b
Transit Timing Variations,1413.7312280971862,2016,17.028324275469224,1488.4591433370028,0.0717094899892533,0,4829.827799475612,747.1388961318095,144.87248218890636,mu 1727 c
Microlensing,914.3119406489004,2020,15.287049385925531,1311.662965279781,0.0868320355394245,0,3794.077515931557,289.3221990572159,188.40267817846623,DP 6385 a
Transit,443.9187415644853,2021,10.754165394671524,1763.0161918968608,0.0570610021336057,1,5110.445453080527,588.9181819589547,147.681419612897,DP 6385 b
Astrometry,1104.9458336679545,2022,10.811624681355562,690.8047313258202,0.0688878317834261,0,2148.2288429478835,465.2615403691245,164.64930194511192,DP 6385 c
Pulsation Timing Variations,418.5249337136531,2017,6.090736226535873,918.9444158031952,0.0432926987011874,0,6627.124482284655,746.3784486447977,48.99119823289136,rho 4869 a
Imaging,52.74044059625794,2019,8.104550941918916,1062.9992445824278,0.0249283333259518,0,1801.2221395822085,89.89083933292073,80.70288898733806,rho 4869 b
Transit,91.57132485303772,2014,10.796585465545848,1595.0550172090082,0.0686300035994618,1,3131.754774819591,450.4732029856689,78.84258043932292,rho 4869 c
Orbital Brightness Modulation,718.7007301560805,2014,12.536952555526412,901.0484309270058,0.012979896094443,1,2981.408508271512,1171.222766873443,92.7385558650742,gam 1389 1
Transit Timing Variations,187.3399340500996,2017,9.688600342929398,618.1162886679035,0.0238353942137433,1,5106.070499521673,499.0539746528323,42.49251578008788,gam 1389 2
Disk Kinematics,2300.357284657015,2012,9.296328598886683,1062.7496541837509,0.0355784242464446,1,2324.2850027615923,407.52036286679686,119.86881026857252,gam 1389 3
Imaging,911.2527804486796,2017,13.846351365486868,1027.6477423928554,0.0337902159725111,0,2884.949187939208,797.3454485632708,132.48371511219364,TOI-8963 a
Disk Kinematics,1866.982809964766,2020,9.982985411519644,1438.1415250287948,0.0454125819741682,1,1971.5477673113403,157.42635644547454,122.83007198483098,TOI-8963 b
Transit Timing Variations,253.7231676183318,2019,8.618070333819217,1236.5975376127044,0.097124261758213,0,4722.311265244636,1172.0327656299655,180.81018610050623,TOI-8963 c
Eclipse Timing Variations,277.2100581798446,2018,22.1401712634452,648.0932300696306,0.0077107181568835,1,6156.964201094936,227.22399215179416,136.590413466361,CoRoT-7991 1
Imaging,972.822437037354,2020,7.219578646361532,1881.449519994308,0.0608635254153247,0,2022.3428408487084,635.4286036878685,75.73111883111154,CoRoT-7991 2
Disk Kinematics,1233.206881675802,2015,2.649984440243225,792.0001895968483,0.0440158130569545,0,9808.685290954343,577.3474083571704,25.038083320446944,CoRoT-7991 3
Radial Velocity,768.5026474062188,2016,6.74154625200882,1094.0950997268324,0.0609774003090682,0,3983.395521095159,399.4014789975805,16.549284297987185,HD 2246 1
Disk Kinematics,1074.5033295241708,2021,13.703195392496172,1945.9536880153687,0.0607587292075426,0,4899.297910867414,402.4282270660453,134.67702793199032,HD 2246 2
Radial Velocity,286.8943235639467,2019,11.344951885819464,1530.308181904349,0.0262959219098743,1,7858.232181940706,558.3525833160713,75.53876206622694,HD 2246 3
