Discovery Method,Equilibrium Temperature [K],Discovery Year,Planet Radius [Earth Radius],Insolation Flux [Earth Flux],Eccentricity,Controversial Flag,Planet Mass [Earth Mass],Orbital Period [days],Orbit Semi-Major Axis [au],Planet Name
Transit,1563.5581797963423,2017,15.436607293832823,1613.500573929281,0.06766086620318,0,2007.8762266407025,5.241381435935807,33.61294806929918,ups-9021 2
Imaging,783.9723845953016,2016,21.88615298576027,810.4482334080187,0.0375172491225046,1,3936.512827288727,113.7266170148124,54.25309284910884,gam-7474 1
Astrometry,1218.8426614964114,2017,13.303402136070456,1617.4302805847235,0.0560607664865264,0,4922.375562026034,896.2482953460186,49.68853106912608,gam-7474 2
Microlensing,661.4388987044672,2016,11.077421611644992,1647.9279762732915,0.0691873808668088,1,4928.685634003337,392.6589893200178,140.6451978347528,psi1-202 a
Pulsation Timing Variations,849.4338560987968,2019,15.850097766247476,2065.871853803907,0.0455973515231158,0,3235.920081384389,1193.0542797488006,93.4004619098136,psi1-202 b
Transit Timing Variations,2385.6855509528464,2019,9.209235496703432,1740.526625369544,0.0739857068955047,1,5444.23678733844,529.214453224787,20.199012496333225,BD-6500 1
Radial Velocity,640.1852715180366,2020,21.04572141167698,1280.228004796939,0.0719394240836036,0,3656.8294231696855,975.0641447249563,133.27331567503603,BD-6500 2
Imaging,380.0641220891646,2021,17.852915582427652,1090.0768131032537,0.0194036683785958,0,10550.317028324856,422.9832951223081,85.22317545953054,nu-7461 a
Astrometry,1241.724942766411,2021,9.98055426874784,1041.7481102565123,0.0433729277334067,0,2841.0064647249133,544.5307518475582,22.961412585687896,nu-7461 b
Pulsation Timing Variations,838.5358818367888,2018,5.464618311866606,1274.8129027174516,0.002749599811661,0,4506.8925486160215,306.7087094048643,121.73414229415344,gam 1670 a
Disk Kinematics,1335.4388641693836,2016,7.031031064261531,1243.2720043483787,0.0427521117323448,1,8988.81767187463,286.01035217481524,34.518729277666495,gam 1670 b
Imaging,1223.425742897169,2020,15.728661810527605,560.6589646135691,0.1208807081895637,0,5739.613517073693,359.8856546418273,68.16483931842491,BD-8647 1
Radial Velocity,1116.839517574814,2018,6.6669329688027545,1074.8676842143311,0.0342803948640815,0,6443.438413698318,176.29722382663886,69.2304831080672,BD-8647 2
Pulsar Timing,1350.9066925217785,2017,6.084271927576053,1747.9535370735084,0.100251906692013,1,14637.415212692084,481.6221876888656,219.991072815662,alf-58 a
Pulsar Timing,1466.0636197261915,2014,16.488597694050057,1499.6145673826306,0.0622142385877575,0,4928.854822348909,840.6752478924651,142.00779381820533,alf-58 b
Disk Kinematics,1210.7779535968496,2018,25.259217302994347,1536.517579601328,0.0124561737030471,0,1905.0228829264704,369.373875337626,224.4076555010916,EPIC 9815 1
Pulsar Timing,1281.3398169956242,2015,3.326159702758922,640.1129318424134,0.0049276983964274,0,6420.915086159605,582.12868583893,85.83692943164908,EPIC 9815 2
Orbital Brightness Modulation,1059.3481855803973,2018,9.429704882536807,1209.8753793021626,0.0798090955910836,1,4718.148358961276,586.3527944367319,98.1628545127316,omi 3166 1
Pulsar Timing,590.1040458856008,2015,16.083451249958024,1753.3028027683283,0.0692453373430477,1,10272.272025342998,434.5251542964001,204.56505009773832,omi 3166 2
Transit Timing Variations,1606.62276625341,2020,23.26376954657764,1383.3805264986845,0.0431936292875091,1,2376.4751244763397,705.624564375949,143.01947711229175,EPIC 5526 a
Transit,1338.9738754655873,2019,12.969354618166774,1898.773358627688,0.0648804414263692,1,5088.2709773106,596.5473118357709,149.99747908405052,EPIC 5526 b
Disk Kinematics,941.7062192270912,2022,3.1431840936437894,1454.666536164104,0.0539926320618233,1,6716.560398637728,124.20493190555028,229.2422509951536,2MASS 9988 1
Transit,272.5563392034377,2018,14.73372367815249,1015.5248772959402,0.0557772113100952,0,1490.219001630085,525.0439532782948,52.719814475495085,2MASS 9988 2
Microlensing,2001.5825710019064,2016,10.927138388017138,898.3985061454551,0.0684495854901789,0,6352.386238432858,1102.9968555210687,115.79563472596476,gam-4522 a
Pulsar Timing,844.7288824791394,2012,12.803486501087797,1099.9551784934806,0.0552906407761696,0,4327.427288183993,711.3821697743356,102.61546357960246,gam-4522 b
Pulsation Timing Variations,1659.9392057497244,2017,14.26087366425028,1339.15092319844,0.0730530545361661,1,1916.7737134430852,623.0403265498793,33.03601716611426,kap 9921 a
Orbital Brightness Modulation,1077.5704194758778,2018,8.354417750274333,1280.8027322791986,0.0222397479633197,0,5709.493295522813,389.8456523870889,103.4181929836044,kap 9921 b
Imaging,1858.3234497893568,2015,11.863182075589744,662.651646858323,0.0338410649830384,0,1989.696129190017,565.1478329726986,48.39223689855551,nu-5526 a
Transit,1216.0701810046835,2021,12.669481796204764,1101.4969386669893,0.0661401581863292,0,5577.109216757925,1130.0951153365245,119.25492273077153,nu-5526 b
Eclipse Timing Variations,591.9568886360414,2017,10.762635027427134,951.8055831163206,0.0845307738503528,0,8111.482043719031,299.4069914855054,109.59617260452606,mu2-6450 a
Microlensing,433.2549607155271,2019,14.568817132810668,1166.9582519667583,0.0526612505073151,0,4344.580313905606,241.67029611054664,219.64515347387777,mu2-6450 b
Eclipse Timing Variations,1553.08537965927,2016,12.33158273894163,1710.3823327779337,0.0813535003763657,0,7116.017970151657,71.76929908793801,118.95987288046186,DP-85 1
Transit,1494.185956406158,2017,6.078645386723087,1664.5113839641365,0.0017512577893231,0,4554.823296279385,640.8329886847666,183.33299088338632,DP-85 2
Astrometry,1696.976886572831,2018,1.5368153883796405,1279.4912796109238,0.0529856312604361,0,6999.986957765386,603.4283455004243,119.0367454617365,xi-8427 a
Pulsar Timing,534.8934327733722,2019,5.00998084812869,1960.517369607685,0.0987438453195598,0,3325.410969352441,756.1259953138402,3.503950042493315,xi-8427 b
Radial Velocity,428.7719640687777,2017,8.434985324626147,891.2631964553011,0.0140243306520681,0,3508.369554746133,463.7942915874074,197.56336685031084,GJ-1470 a
Eclipse Timing Variations,1230.8781054284518,2012,21.94679824979594,1153.0502771358183,0.0491946134395917,0,8340.541186776925,172.67123994871116,191.18451320660105,GJ-1470 b
Imaging,776.2048868899304,2018,10.8106646936877,432.5622851841483,0.0521515724159388,0,5131.601669954505,571.7181786903172,117.78135629186907,GJ 9034 1
Pulsation Timing Variations,1655.5122664964636,2013,8.286976905236966,800.9771818511288,0.0293629292738511,0,3031.9732865531605,599.0389835696176,78.75747248446964,GJ 9034 2
Radial Velocity,1036.1190205645662,2018,17.382351842088184,824.6952185302187,0.0451261015339412,0,6167.237013612517,929.4202161334704,96.35102517515654,GJ-3 1
Microlensing,1386.8220557961672,2019,12.039262107937269,1636.5195482335205,0.0202264236572691,0,9101.82183351189,829.1916852914917,181.19398146516585,GJ-3 2
Imaging,434.6115150203515,2020,9.640749443579288,1414.8233131070183,0.0057286268380101,1,8062.299651823994,912.795254341036,40.09132933357348,xi 5131 1
Radial Velocity,1247.7376004613911,2021,1.0447037455812325,1334.2204818287428,0.0403652498918729,0,2182.0501018765485,760.5561592843778,26.916770606552944,xi 5131 2
Disk Kinematics,896.1854825861503,2018,7.2091687248180225,1280.5878592102747,0.0158259486468449,1,8086.976049694385,601.6621979323116,125.48748107572251,alf 6093 1
Imaging,349.8114027811873,2018,4.60775591456616,745.3197413607559,0.0498893299635187,0,1806.8676742027087,635.8579529885909,90.89619608133982,alf 6093 2
Transit Timing Variations,2103.286155541872,2019,14.815409930868464,1359.4072223143942,0.0498595170616155,1,4467.93340481025,752.320811356511,236.3321957126305,ome 5463 a
Pulsation Timing Variations,1800.3560762519553,2020,17.214947478970704,734.3848551320585,0.0650300397280116,0,4204.939943824948,1336.375591905518,177.39414630037777,ome 5463 b
Microlensing,1756.929229386907,2018,4.5006049269905,1047.7997096125812,0.0050183758893426,0,3158.357673404986,540.4504002843846,65.4439096710371,gam 2143 a
Transit Timing Variations,424.729539951972,2021,11.448727671090753,1241.2891301193006,0.0633491581799193,0,1225.3628647729593,594.3120650646024,195.3300182679409,gam 2143 b
Imaging,1346.1318638510973,2019,15.50621624957244,1388.5180389710808,0.0720291811938725,0,7717.445331650433,513.9768926954507,146.2669716222857,xi 9642 a
Orbital Brightness Modulation,1533.263489709095,2022,8.24871108350026,1073.2001719248165,0.0507000010835323,0,6345.132924350572,259.77370994076176,123.47058591387017,xi 9642 b
Microlensing,760.0652140708333,2019,4.255290691021371,967.9555033245616,0.048641084226774,1,4934.267084809524,306.1456699281192,164.70715575171022,BD-3836 1
Pulsar Timing,1428.5206238237158,2016,17.29317424526837,723.764982407079,0.0359183328555645,0,2993.454920229362,475.8944042748876,143.99355766000923,BD-3836 2
Astrometry,1757.0462772182343,2017,18.433356224511343,971.9328006685436,0.0730598279506604,0,459.3765338992371,1358.716440889628,109.34858442782266,gam1 5736 1
Pulsation Timing Variations,1344.273861886551,2020,11.441718749354756,1361.4145771574483,0.0956423400672557,0,5747.949538251309,522.0056569858646,6.855609337000558,gam1 5736 2
Transit,1188.3571576657585,2019,12.858270499192685,2619.320090356636,0.108295410277298,0,4025.8459263271934,688.4045179680338,124.99815552396844,iot-2423 1
Imaging,1060.3859808089333,2014,11.511193513626436,1706.8453218709983,0.019089184006047,0,8030.419572297415,363.84839443482576,127.77968667974034,iot-2423 2
Imaging,1316.735886026437,2017,4.560932623499592,770.5067519677972,0.0295321147758281,0,4651.164897476322,807.1922889897394,72.87834249136758,bet-1121 1
Eclipse Timing Variations,1795.9267546868778,2016,22.393019611109143,433.1181302451878,0.0552772986491918,1,5713.93940334921,417.2092342912571,169.88584071973378,bet-1121 2
Orbital Brightness Modulation,1924.880527303912,2017,15.956810747154137,1238.9523100255171,0.0114892979635541,1,3145.597473971369,545.2092992535601,96.6448527425582,HD 8020 1
Transit,1055.4298767991097,2020,7.289730886245321,1619.1589010374732,0.0675276272474148,0,4479.450826559024,562.4434393335092,145.1676735511951,HD 8020 2
Eclipse Timing Variations,1619.9388627316998,2019,12.361753291134711,1428.6086131649731,0.0251619553845613,0,2792.274763474929,850.5492135350819,104.73343343144067,WASP-2668 a
Orbital Brightness Modulation,1738.9724863439064,2016,0.8674993978540559,1610.1525926586014,0.0425342664964974,0,9826.20280982126,134.6099187637738,155.5305361969918,WASP-2668 b
Orbital Brightness Modulation,765.9081592583212,2019,8.10473259339912,1542.3474500062248,0.0419105747745259,0,7947.9752748561295,241.03338701222845,167.0103784346157,tau 8472 a
Eclipse Timing Variations,1878.474104980298,2019,14.313176648483257,127.76057477807352,0.0405551932430721,1,9462.63773219879,387.3848672350316,65.76481534517393,tau 8472 b
Pulsar Timing,1600.6309286335231,2015,1.3641306775967834,793.5945030991463,0.0296174647173464,0,4216.635897416808,540.051979533443,1.3990657120442052,HD 6669 1
Eclipse Timing Variations,594.4052938140363,2017,11.775450053220233,1966.745599296395,0.0784394804761183,0,9710.737031545366,392.1232268830293,193.8505657961354,HD 6669 2
Transit Timing Variations,1887.097772521285,2016,24.895496888703004,1857.6266794473947,0.1039133029755483,0,9534.311049118432,292.9374604454646,44.36820457593884,GJ 7474 1
Pulsation Timing Variations,2477.988575814932,2019,10.2889297660668,1383.294812913877,0.0622039028114841,0,2418.249578063927,685.2718513858886,52.13553243784507,GJ 7474 2
Pulsation Timing Variations,1315.769395861165,2017,23.382042860803644,1268.495454195669,0.0194478981303223,0,6940.976613203311,504.4452923991391,49.8068801877228,2MASS-1563 1
Transit,2126.5730046591816,2021,4.3838974746083865,480.130528874717,0.0478097392271489,0,4177.688273583974,379.6452787623598,50.93213622839694,2MASS-1563 2
