,Name,Attack,Defense,HP,Region,Sp. Atk,Sp. Def,Speed,Type 1,Type 2
166,Lanturn,100,34,66,Kalos,154,146,131,Dragon,DNE
167,Pichu,61,53,62,Hoenn,213,67,215,Steel,DNE
168,Cleffa,211,134,135,Unova,233,198,165,Steel,DNE
169,Igglybuff,163,33,85,Hoenn,128,31,243,Fighting,DNE
170,Togepi,81,100,251,Kalos,58,79,89,Psychic,DNE
171,Togetic,34,238,215,Hoenn,5,201,182,Normal,DNE
172,Natu,33,106,62,Sinnoh,110,110,10,Grass,DNE
173,Xatu,33,100,90,Unova,104,209,158,Steel,DNE
174,Mareep,36,180,150,Paldea,64,22,195,Electric,DNE
175,Flaaffy,119,209,174,Johto,222,137,39,Psychic,DNE
176,Ampharos,210,250,215,Paldea,176,222,30,Electric,DNE
177,Bellossom,166,71,96,Kalos,178,189,94,Grass,DNE
178,Marill,95,124,1,Sinnoh,57,113,80,Fire,DNE
179,Azumarill,19,31,227,Alola,131,47,208,Water,DNE
180,Sudowoodo,86,91,138,Sinnoh,220,66,39,Water,DNE
181,Politoed,49,119,191,Alola,27,35,59,Rock,DNE
182,Hoppip,16,69,50,Unova,72,109,96,Dark,DNE
183,Skiploom,26,123,129,Kalos,66,32,243,Dragon,DNE
184,Jumpluff,216,197,32,Hoenn,231,67,11,Rock,DNE
185,Aipom,180,138,167,Johto,124,51,97,Fairy,DNE
186,Sunkern,25,28,46,Galar,120,225,183,Electric,DNE
187,Sunflora,120,209,36,Kanto,129,244,226,Psychic,DNE
188,Yanma,7,247,20,Alola,231,135,58,Water,DNE
189,Wooper,80,143,216,Kanto,81,3,219,Steel,DNE
190,Quagsire,201,197,78,Kanto,76,121,58,Electric,DNE
191,Espeon,165,76,190,Sinnoh,59,124,120,Poison,DNE
192,Umbreon,239,205,76,Hoenn,116,67,232,Fire,DNE
193,Murkrow,191,80,117,Sinnoh,145,59,52,Grass,DNE
194,Slowking,127,1,52,Kanto,72,244,255,Electric,DNE
195,Misdreavus,51,25,95,Unova,46,245,215,Flying,DNE
196,Unown,140,256,24,Kanto,64,109,30,Bug,DNE
197,Wobbuffet,191,65,47,Unova,15,129,222,Poison,DNE
198,Girafarig,128,46,74,Kalos,169,97,112,Grass,DNE
199,Pineco,240,179,165,Unova,101,130,192,Grass,DNE
200,Forretress,45,216,58,Paldea,162,147,222,Dark,DNE
201,Dunsparce,136,206,219,Galar,125,114,59,Ice,DNE
202,Gligar,138,23,80,Paldea,213,78,206,Ghost,DNE
203,Steelix,167,217,205,Sinnoh,67,193,23,Steel,DNE
204,Snubbull,16,237,247,Sinnoh,205,159,216,Rock,DNE
205,Granbull,90,202,119,Johto,84,219,198,Fire,DNE
206,Qwilfish,53,108,107,Kalos,251,145,117,Flying,DNE
207,Scizor,178,163,47,Unova,28,230,71,Grass,DNE
208,Shuckle,68,6,73,Kalos,231,77,12,Electric,DNE
209,Heracross,83,117,192,Paldea,9,228,87,Grass,DNE
210,Sneasel,236,132,72,Paldea,109,70,35,Flying,DNE
211,Teddiursa,5,251,236,Unova,248,120,248,Dragon,DNE
212,Ursaring,185,147,155,Hoenn,129,24,12,Bug,DNE
213,Slugma,147,33,67,Sinnoh,179,149,121,Electric,DNE
214,Magcargo,205,217,144,Kanto,135,93,55,Bug,DNE
215,Swinub,6,129,58,Sinnoh,214,39,184,Poison,DNE
216,Piloswine,141,174,141,Johto,162,47,141,Bug,DNE
217,Corsola,183,55,97,Galar,244,30,198,Fighting,DNE
218,Remoraid,158,170,165,Unova,150,89,184,Steel,DNE
219,Octillery,50,169,209,Paldea,20,103,170,Water,DNE
220,Delibird,117,86,177,Alola,233,152,124,Poison,DNE
221,Mantine,204,156,178,Hoenn,219,200,255,Electric,DNE
222,Skarmory,15,186,223,Johto,130,133,161,Ice,DNE
223,Houndour,173,41,158,Sinnoh,176,109,156,Poison,DNE
224,Houndoom,225,197,236,Kalos,7,149,175,Rock,DNE
225,Kingdra,63,169,140,Hoenn,86,227,202,Ground,DNE
226,Phanpy,193,135,63,Sinnoh,209,54,47,Fairy,DNE
227,Donphan,82,249,179,Sinnoh,44,77,205,Ghost,DNE
228,Porygon2,164,189,75,Kalos,234,228,22,Steel,DNE
229,Stantler,179,65,205,Johto,30,7,188,Water,DNE
230,Smeargle,71,21,142,Sinnoh,92,222,61,Flying,DNE
231,Tyrogue,133,221,207,Hoenn,152,13,34,Grass,DNE
232,Hitmontop,153,173,134,Johto,202,177,214,Grass,DNE
233,Smoochum,177,43,176,Paldea,198,175,166,Dragon,DNE
234,Elekid,183,85,77,Paldea,118,135,2,Normal,DNE
235,Magby,153,208,146,Kanto,12,89,105,Rock,DNE
236,Miltank,82,65,12,Kalos,151,52,214,Fire,DNE
237,Blissey,182,34,210,Kanto,13,7,104,Steel,DNE
238,Raikou,67,117,191,Paldea,236,216,137,Flying,DNE
239,Entei,7,239,105,Paldea,167,145,145,Fairy,DNE
240,Suicune,3,104,80,Galar,140,151,45,Water,DNE
241,Larvitar,193,56,10,Unova,153,3,91,Electric,DNE
242,Pupitar,144,198,230,Alola,250,164,226,Dragon,DNE
243,Tyranitar,150,153,177,Galar,21,128,175,Ground,DNE
244,Lugia,193,126,231,Unova,182,104,157,Fighting,DNE
245,Ho-oh,42,100,175,Hoenn,167,205,216,Water,DNE
246,Celebi,72,104,196,Alola,198,3,18,Dark,DNE
247,Treecko,228,177,207,Alola,234,65,126,Fire,DNE
248,Grovyle,33,175,209,Kalos,44,13,145,Electric,DNE
249,Sceptile,233,174,133,Galar,217,52,160,Dragon,DNE
250,Torchic,8,99,237,Kalos,62,188,213,Poison,DNE
251,Combusken,167,158,194,Johto,223,129,196,Fighting,DNE
252,Blaziken,196,68,12,Johto,10,108,243,Ghost,DNE
253,Mudkip,232,7,98,Paldea,114,83,92,Psychic,DNE
254,Marshtomp,248,253,120,Kanto,90,158,202,Ground,DNE
255,Swampert,108,252,146,Johto,14,89,97,Fire,DNE
256,Poochyena,9,53,210,Johto,40,177,99,Electric,DNE
257,Mightyena,82,16,223,Sinnoh,230,1,110,Dragon,DNE
258,Zigzagoon,181,16,15,Unova,74,189,20,Flying,DNE
259,Linoone,102,187,190,Galar,20,246,80,Dragon,DNE
260,Wurmple,186,234,178,Unova,240,126,182,Ice,DNE
261,Silcoon,75,82,188,Hoenn,42,31,128,Rock,DNE
262,Beautifly,100,214,132,Johto,219,111,139,Flying,DNE
263,Cascoon,62,56,19,Hoenn,204,34,152,Poison,DNE
264,Dustox,44,174,137,Paldea,142,205,80,Psychic,DNE
265,Lotad,4,80,136,Sinnoh,29,85,227,Rock,DNE
266,Lombre,222,94,217,Paldea,130,166,7,Water,DNE
267,Ludicolo,10,189,52,Paldea,6,24,234,Ghost,DNE
268,Seedot,197,55,224,Alola,173,142,234,Water,DNE
269,Nuzleaf,122,161,95,Hoenn,189,231,125,Electric,DNE
270,Shiftry,247,198,20,Sinnoh,40,151,45,Ground,DNE
271,Taillow,202,131,49,Sinnoh,184,147,186,Water,DNE
272,Swellow,124,159,81,Galar,67,179,203,Rock,DNE
273,Wingull,150,101,2,Alola,106,84,30,Ghost,DNE
274,Pelipper,180,168,201,Hoenn,38,100,52,Dark,DNE
275,Ralts,221,230,32,Sinnoh,84,252,208,Fairy,DNE
276,Kirlia,153,207,178,Kalos,237,183,182,Electric,DNE
277,Gardevoir,112,115,254,Unova,11,166,55,Steel,DNE
278,Surskit,20,243,192,Galar,88,59,212,Electric,DNE
279,Masquerain,117,181,153,Johto,50,229,202,Ground,DNE
280,Shroomish,101,10,29,Alola,69,38,146,Normal,DNE
281,Breloom,125,60,176,Paldea,200,154,207,Poison,DNE
282,Slakoth,112,29,49,Unova,51,161,164,Flying,DNE
283,Vigoroth,44,136,206,Hoenn,54,197,231,Water,DNE
284,Slaking,241,111,219,Paldea,139,141,238,Flying,DNE
285,Nincada,217,32,130,Hoenn,171,114,124,Ice,DNE
286,Ninjask,92,65,111,Paldea,18,31,73,Electric,DNE
287,Shedinja,77,125,22,Kalos,84,113,112,Fighting,DNE
288,Whismur,243,61,242,Johto,82,136,5,Dragon,DNE
289,Loudred,252,7,66,Galar,92,103,61,Ground,DNE
290,Exploud,180,154,53,Kanto,190,94,175,Grass,DNE
291,Makuhita,70,158,88,Unova,124,36,19,Electric,DNE
292,Hariyama,127,87,149,Alola,17,37,9,Ice,DNE
293,Azurill,181,40,227,Hoenn,51,32,192,Bug,DNE
294,Nosepass,92,250,73,Kalos,51,56,190,Grass,DNE
295,Skitty,13,117,72,Johto,211,36,42,Water,DNE
296,Delcatty,186,189,188,Kanto,29,232,114,Fighting,DNE
297,Sableye,170,151,251,Kalos,6,81,169,Normal,DNE
298,Mawile,33,207,51,Hoenn,227,119,130,Fighting,DNE
299,Aron,241,93,233,Unova,254,113,194,Flying,DNE
300,Lairon,51,153,208,Paldea,125,64,112,Dark,DNE
301,Aggron,43,35,16,Paldea,139,123,247,Dragon,DNE
302,Meditite,17,10,63,Galar,170,170,151,Poison,DNE
303,Medicham,67,43,51,Sinnoh,246,66,125,Psychic,DNE
304,Electrike,195,173,103,Kalos,193,109,181,Poison,DNE
305,Manectric,204,221,67,Johto,191,211,150,Psychic,DNE
306,Plusle,91,254,247,Galar,223,7,240,Ground,DNE
307,Minun,67,131,22,Sinnoh,21,58,183,Rock,DNE
308,Volbeat,249,197,65,Kalos,228,83,149,Grass,DNE
309,Illumise,205,26,46,Hoenn,196,189,246,Electric,DNE
310,Roselia,163,99,154,Unova,167,72,56,Electric,DNE
311,Gulpin,200,25,225,Sinnoh,249,36,33,Fire,DNE
312,Swalot,237,210,225,Johto,141,119,96,Ghost,DNE
313,Carvanha,109,182,7,Johto,205,87,156,Normal,DNE
314,Sharpedo,64,40,247,Unova,44,66,14,Ice,DNE
315,Wailmer,240,107,207,Alola,73,2,31,Psychic,DNE
316,Wailord,238,99,92,Kanto,234,65,49,Normal,DNE
317,Numel,191,98,127,Kalos,62,220,103,Water,DNE
318,Camerupt,130,73,102,Sinnoh,115,47,245,Steel,DNE
319,Torkoal,187,156,171,Unova,181,241,33,Ghost,DNE
320,Spoink,177,59,151,Johto,11,124,88,Dark,DNE
321,Grumpig,153,97,112,Galar,155,117,45,Bug,DNE
322,Spinda,70,139,155,Galar,170,134,24,Dragon,DNE
323,Trapinch,199,223,130,Sinnoh,127,90,116,Fairy,DNE
324,Vibrava,50,210,195,Paldea,81,226,6,Bug,DNE
325,Flygon,224,71,93,Sinnoh,166,167,239,Grass,DNE
326,Cacnea,95,167,75,Paldea,2,145,2,Rock,DNE
327,Cacturne,223,57,209,Alola,253,150,95,Poison,DNE
328,Swablu,141,244,180,Unova,62,128,132,Electric,DNE
329,Altaria,25,249,90,Kanto,1,198,154,Fairy,DNE
330,Zangoose,229,196,182,Johto,46,201,137,Grass,DNE
331,Seviper,135,190,137,Unova,71,70,47,Flying,DNE
332,Lunatone,101,38,53,Kalos,180,5,208,Rock,DNE
333,Solrock,238,251,45,Galar,119,56,211,Electric,DNE
334,Barboach,122,66,138,Kalos,230,185,72,Flying,DNE
335,Whiscash,253,164,47,Kalos,234,206,206,Water,DNE
336,Corphish,130,120,126,Unova,12,24,51,Bug,DNE
337,Crawdaunt,225,179,156,Alola,73,39,38,Ice,DNE
338,Baltoy,154,235,76,Alola,60,6,241,Ground,DNE
339,Claydol,49,214,18,Sinnoh,11,51,112,Fairy,DNE
340,Lileep,45,249,250,Johto,71,244,201,Ice,DNE
341,Cradily,210,232,145,Paldea,227,166,201,Ground,DNE
342,Anorith,167,183,24,Sinnoh,165,247,243,Electric,DNE
343,Armaldo,183,90,219,Kanto,73,146,126,Bug,DNE
344,Feebas,128,75,123,Hoenn,124,50,43,Grass,DNE
345,Milotic,164,32,170,Unova,158,53,98,Steel,DNE
346,Castform,197,10,162,Paldea,12,23,119,Water,DNE
347,Kecleon,170,152,54,Paldea,85,103,94,Dragon,DNE
348,Shuppet,24,29,97,Kanto,170,256,1,Dragon,DNE
349,Banette,84,86,128,Galar,146,4,197,Electric,DNE
350,Duskull,213,104,141,Paldea,65,22,76,Fairy,DNE
351,Dusclops,51,70,132,Sinnoh,26,251,117,Poison,DNE
352,Tropius,34,93,103,Unova,201,151,58,Dark,DNE
353,Chimecho,166,95,7,Galar,107,152,120,Psychic,DNE
354,Absol,121,158,190,Sinnoh,98,110,160,Flying,DNE
355,Wynaut,201,198,234,Kanto,141,241,20,Fire,DNE
356,Snorunt,93,21,129,Sinnoh,233,175,88,Fairy,DNE
357,Glalie,155,30,13,Sinnoh,159,191,5,Flying,DNE
358,Spheal,118,188,236,Unova,161,252,184,Normal,DNE
359,Sealeo,21,106,180,Paldea,93,154,244,Steel,DNE
360,Walrein,160,21,122,Hoenn,40,172,246,Ice,DNE
361,Clamperl,194,150,243,Sinnoh,130,117,62,Normal,DNE
362,Huntail,58,128,21,Johto,20,98,37,Grass,DNE
363,Gorebyss,14,198,100,Galar,229,240,218,Poison,DNE
364,Relicanth,215,242,21,Kanto,96,208,180,Bug,DNE
365,Luvdisc,232,218,138,Hoenn,86,124,194,Water,DNE
366,Bagon,198,141,201,Kalos,9,10,85,Flying,DNE
367,Shelgon,120,165,169,Kalos,192,102,189,Grass,DNE
368,Salamence,24,63,97,Paldea,15,15,48,Normal,DNE
369,Beldum,58,160,243,Unova,31,255,82,Fairy,DNE
370,Metang,77,71,226,Galar,119,137,81,Rock,DNE
371,Metagross,84,96,104,Kanto,159,195,68,Dark,DNE
372,Regirock,41,185,171,Kalos,158,104,84,Ghost,DNE
373,Regice,135,100,141,Sinnoh,111,159,105,Fairy,DNE
374,Registeel,40,211,113,Alola,234,150,52,Ground,DNE
375,Latias,105,88,213,Sinnoh,207,44,227,Dragon,DNE
376,Latios,91,174,53,Sinnoh,255,180,188,Electric,DNE
377,Kyogre,144,217,163,Johto,109,229,140,Rock,DNE
378,Groudon,101,161,199,Alola,80,61,220,Ghost,DNE
379,Rayquaza,161,231,205,Unova,156,39,174,Fire,DNE
380,Jirachi,112,136,167,Kalos,100,223,72,Water,DNE
381,Deoxys,109,25,47,Alola,172,41,131,Poison,DNE
382,Turtwig,252,23,231,Paldea,238,94,244,Ghost,DNE
383,Grotle,223,6,202,Unova,212,197,119,Water,DNE
384,Torterra,96,63,28,Alola,148,195,177,Flying,DNE
385,Chimchar,163,244,39,Kanto,5,86,62,Flying,DNE
386,Monferno,62,229,81,Paldea,153,96,164,Poison,DNE
387,Infernape,99,153,156,Kalos,225,134,202,Dark,DNE
388,Piplup,9,7,100,Paldea,149,193,137,Fighting,DNE
389,Prinplup,117,83,31,Sinnoh,168,203,14,Normal,DNE
390,Empoleon,129,100,203,Kalos,229,158,83,Fairy,DNE
391,Starly,15,197,36,Kanto,201,53,197,Psychic,DNE
392,Staravia,1,37,235,Kalos,189,31,99,Electric,DNE
393,Staraptor,66,78,12,Kalos,98,52,140,Ground,DNE
394,Bidoof,1,116,223,Kanto,56,143,34,Rock,DNE
395,Bibarel,232,235,189,Galar,149,100,233,Dark,DNE
396,Kricketot,78,209,177,Unova,166,10,8,Steel,DNE
397,Kricketune,15,90,189,Hoenn,194,18,227,Dragon,DNE
398,Shinx,62,217,80,Unova,47,252,228,Grass,DNE
399,Luxio,52,237,122,Kanto,37,167,80,Ghost,DNE
400,Luxray,11,161,143,Galar,43,146,222,Fairy,DNE
401,Budew,47,145,45,Alola,57,74,20,Dark,DNE
402,Roserade,188,150,255,Kanto,15,249,147,Electric,DNE
403,Cranidos,36,176,240,Paldea,168,50,235,Steel,DNE
404,Rampardos,41,220,154,Kalos,137,210,64,Fighting,DNE
405,Shieldon,99,37,153,Kanto,157,54,18,Psychic,DNE
406,Bastiodon,208,156,14,Kanto,238,20,229,Ghost,DNE
407,Burmy,141,111,132,Alola,12,135,174,Dark,DNE
408,Wormadam,206,245,76,Kanto,126,26,255,Dragon,DNE
409,Mothim,138,206,172,Galar,212,187,22,Psychic,DNE
410,Combee,170,73,68,Paldea,229,251,246,Normal,DNE
411,Vespiquen,225,83,254,Kanto,65,54,137,Poison,DNE
412,Pachirisu,139,145,243,Sinnoh,172,166,72,Rock,DNE
413,Buizel,236,90,13,Sinnoh,135,198,158,Poison,DNE
414,Floatzel,246,108,78,Alola,184,126,34,Ghost,DNE
415,Cherubi,68,144,63,Paldea,126,162,160,Dragon,DNE
416,Cherrim,120,191,196,Hoenn,162,251,221,Ice,DNE
417,Shellos,107,245,233,Johto,102,108,229,Steel,DNE
418,Gastrodon,248,30,91,Kanto,235,182,238,Steel,DNE
419,Ambipom,182,178,191,Galar,128,141,31,Bug,DNE
420,Drifloon,27,173,221,Alola,181,61,156,Ghost,DNE
421,Drifblim,37,254,150,Hoenn,62,224,164,Electric,DNE
422,Buneary,107,95,31,Hoenn,52,244,12,Ground,DNE
423,Lopunny,229,185,192,Sinnoh,135,94,213,Dragon,DNE
