,Name,Attack,Defense,HP,Region,Sp. Atk,Sp. Def,Speed,Type 1,Type 2
169,Igglybuff,61,248,210,Paldea,135,142,60,Water,Fighting
170,Togepi,30,218,190,Kanto,152,236,147,Ice,Fire
171,Togetic,243,210,172,Johto,49,45,213,Bug,Water
172,Natu,98,144,39,Kalos,69,228,204,Dragon,Psychic
173,Xatu,142,71,204,Galar,66,100,183,Fighting,Poison
174,Mareep,4,104,103,Galar,190,184,52,Steel,Fighting
175,Flaaffy,27,131,183,Hoenn,181,218,191,Flying,DNE
176,Ampharos,81,125,36,Hoenn,180,227,90,Fighting,Flying
177,Bellossom,127,68,197,Galar,213,81,218,Fighting,Ghost
178,Marill,46,25,116,Kanto,212,106,146,Grass,Electric
179,Azumarill,88,76,254,Hoenn,147,209,231,Water,Normal
180,Sudowoodo,177,245,81,Alola,168,106,134,Fire,Dark
181,Politoed,156,20,152,Unova,226,152,117,Dragon,Fairy
182,Hoppip,47,123,116,Johto,225,12,59,Fairy,Ghost
183,Skiploom,19,109,205,Alola,70,56,85,Grass,DNE
184,Jumpluff,119,209,155,Kalos,36,198,127,Ground,DNE
185,Aipom,126,193,223,Galar,47,59,44,Dark,Rock
186,Sunkern,233,166,31,Sinnoh,243,166,202,Psychic,DNE
187,Sunflora,109,79,75,Johto,38,34,54,Rock,Dark
188,Yanma,190,114,122,Alola,221,68,136,Bug,Electric
189,Wooper,105,91,39,Kalos,39,200,69,Ice,Poison
190,Quagsire,210,133,156,Johto,169,13,175,Ice,DNE
191,Espeon,94,136,78,Sinnoh,132,112,212,Flying,DNE
192,Umbreon,136,185,131,Sinnoh,38,115,139,Poison,Grass
193,Murkrow,129,67,224,Sinnoh,98,241,188,Electric,Dragon
194,Slowking,81,148,186,Kalos,28,256,31,Poison,Rock
195,Misdreavus,35,169,254,Alola,217,226,66,Electric,Psychic
196,Unown,176,29,156,Galar,159,107,89,Psychic,Dark
197,Wobbuffet,205,79,54,Johto,12,163,91,Fire,DNE
198,Girafarig,51,210,203,Galar,134,6,188,Psychic,Ground
199,Pineco,95,8,184,Kanto,197,162,40,Rock,Water
200,Forretress,76,224,134,Unova,14,243,10,Ghost,Psychic
201,Dunsparce,29,140,105,Hoenn,108,138,94,Electric,Normal
202,Gligar,38,203,169,Kanto,236,13,21,Water,Electric
203,Steelix,73,164,214,Hoenn,193,213,211,Electric,Water
204,Snubbull,2,42,125,Kanto,172,91,55,Rock,DNE
205,Granbull,108,8,14,Unova,36,119,32,Fire,Rock
206,Qwilfish,96,148,218,Alola,96,23,159,Fairy,Ice
207,Scizor,146,102,228,Unova,236,188,210,Water,DNE
208,Shuckle,185,126,99,Johto,89,200,4,Steel,DNE
209,Heracross,169,237,95,Sinnoh,99,60,83,Psychic,Water
210,Sneasel,213,219,189,Kanto,91,228,149,Bug,Fire
211,Teddiursa,104,149,163,Kanto,202,43,175,Grass,Steel
212,Ursaring,12,255,180,Hoenn,8,104,218,Flying,Fighting
213,Slugma,146,19,194,Sinnoh,37,72,7,Fairy,Electric
214,Magcargo,158,121,102,Paldea,124,234,113,Fire,Normal
215,Swinub,143,150,65,Sinnoh,185,230,119,Bug,Ground
216,Piloswine,220,118,184,Kalos,74,217,98,Dark,Water
217,Corsola,249,220,176,Kanto,167,29,66,Rock,Psychic
218,Remoraid,178,95,25,Paldea,95,199,142,Psychic,DNE
219,Octillery,99,250,99,Hoenn,109,229,225,Steel,DNE
220,Delibird,191,223,52,Hoenn,121,157,182,Water,Dragon
221,Mantine,234,7,103,Sinnoh,177,128,53,Normal,Ice
222,Skarmory,42,254,215,Sinnoh,141,206,150,Flying,Ice
223,Houndour,4,83,140,Galar,99,89,109,Flying,DNE
224,Houndoom,95,124,232,Alola,225,138,98,Electric,Water
225,Kingdra,140,252,21,Alola,124,157,202,Flying,DNE
226,Phanpy,35,111,132,Kalos,251,109,150,Ghost,Dragon
227,Donphan,29,129,165,Johto,156,38,2,Grass,Bug
228,Porygon2,25,222,158,Kalos,77,14,134,Ghost,Fighting
229,Stantler,56,96,166,Unova,52,110,255,Normal,Rock
230,Smeargle,12,165,208,Kanto,193,104,188,Water,Ghost
231,Tyrogue,108,110,226,Paldea,177,17,51,Poison,Fairy
232,Hitmontop,74,98,42,Kalos,198,158,43,Dragon,DNE
233,Smoochum,182,204,187,Paldea,93,167,8,Electric,DNE
234,Elekid,242,9,112,Sinnoh,244,128,198,Dark,Psychic
235,Magby,160,4,170,Kanto,214,53,255,Ghost,Normal
236,Miltank,99,70,248,Sinnoh,54,86,187,Ghost,Fire
237,Blissey,6,53,117,Unova,162,135,84,Ice,Fighting
238,Raikou,94,184,13,Kanto,113,38,82,Normal,Steel
239,Entei,74,139,162,Galar,218,163,22,Fairy,Water
240,Suicune,38,30,93,Kalos,106,175,178,Poison,Ground
241,Larvitar,28,83,18,Alola,230,97,17,Grass,DNE
242,Pupitar,78,200,222,Johto,19,31,221,Fire,Fighting
243,Tyranitar,2,29,6,Sinnoh,187,196,105,Psychic,Ghost
244,Lugia,52,160,228,Paldea,241,67,230,Fire,DNE
245,Ho-oh,141,99,191,Kalos,44,4,25,Fire,Normal
246,Celebi,234,4,188,Kanto,95,220,41,Dragon,Poison
247,Treecko,251,5,31,Unova,243,234,80,Bug,DNE
248,Grovyle,42,22,74,Johto,143,239,209,Bug,DNE
249,Sceptile,241,252,105,Kanto,125,58,248,Grass,Poison
250,Torchic,173,230,153,Johto,179,33,114,Water,Bug
251,Combusken,42,70,85,Unova,214,235,253,Fire,Bug
252,Blaziken,162,142,40,Sinnoh,130,192,253,Poison,DNE
253,Mudkip,189,80,43,Kanto,46,44,149,Water,DNE
254,Marshtomp,98,3,54,Hoenn,50,251,238,Ground,Fairy
255,Swampert,78,233,223,Kanto,100,73,178,Dark,DNE
256,Poochyena,43,29,36,Galar,171,64,107,Ground,Psychic
257,Mightyena,182,222,23,Unova,116,68,244,Electric,DNE
258,Zigzagoon,16,17,92,Unova,65,56,5,Dark,Normal
259,Linoone,154,162,55,Unova,131,11,102,Water,Fairy
260,Wurmple,216,217,9,Sinnoh,117,55,42,Ground,Ice
261,Silcoon,29,81,240,Johto,76,32,151,Psychic,DNE
262,Beautifly,120,182,113,Unova,18,113,140,Fire,DNE
263,Cascoon,59,5,107,Paldea,32,71,208,Ghost,DNE
264,Dustox,122,142,96,Hoenn,74,171,105,Bug,Ground
265,Lotad,223,73,51,Johto,149,159,175,Dark,Ground
266,Lombre,148,71,12,Paldea,188,150,59,Flying,Psychic
267,Ludicolo,53,5,28,Sinnoh,54,156,6,Ghost,Psychic
268,Seedot,222,215,233,Galar,235,49,152,Electric,DNE
269,Nuzleaf,20,245,83,Kanto,75,247,126,Fire,Dragon
270,Shiftry,90,238,217,Hoenn,48,3,29,Electric,Ice
271,Taillow,249,22,143,Sinnoh,86,172,141,Flying,Dragon
272,Swellow,23,173,160,Kanto,153,6,124,Rock,Poison
273,Wingull,74,22,166,Alola,159,48,241,Ghost,Psychic
274,Pelipper,220,216,72,Galar,160,160,206,Dragon,Normal
275,Ralts,195,198,169,Unova,242,115,216,Normal,Fairy
276,Kirlia,103,111,37,Galar,84,76,250,Ice,Fighting
277,Gardevoir,82,139,95,Kanto,137,7,56,Poison,Ghost
278,Surskit,235,182,233,Alola,92,110,87,Ice,Ghost
279,Masquerain,91,47,71,Unova,4,175,111,Dragon,Psychic
280,Shroomish,232,212,1,Sinnoh,16,116,70,Psychic,Dark
281,Breloom,155,33,254,Galar,71,146,131,Dragon,Water
282,Slakoth,245,78,86,Kalos,122,2,172,Steel,DNE
283,Vigoroth,118,246,251,Kalos,193,168,165,Fairy,Dragon
284,Slaking,232,167,201,Unova,185,198,91,Normal,Electric
285,Nincada,182,101,104,Sinnoh,164,108,233,Fairy,Flying
286,Ninjask,216,159,18,Hoenn,209,191,26,Fighting,Rock
287,Shedinja,150,214,120,Sinnoh,242,235,155,Steel,Ground
288,Whismur,94,150,11,Alola,99,21,219,Ground,Ice
289,Loudred,225,57,153,Galar,77,252,139,Electric,DNE
290,Exploud,35,157,179,Johto,77,65,150,Bug,Fighting
291,Makuhita,11,118,126,Sinnoh,188,230,199,Bug,Ghost
292,Hariyama,60,178,211,Unova,21,15,90,Dark,Fairy
293,Azurill,243,200,197,Sinnoh,103,44,10,Electric,Fighting
294,Nosepass,24,203,194,Galar,124,171,116,Normal,Steel
295,Skitty,134,105,237,Paldea,145,134,89,Dragon,Normal
296,Delcatty,236,83,68,Unova,51,183,136,Bug,Dark
297,Sableye,98,224,144,Johto,218,45,70,Ghost,DNE
298,Mawile,10,61,204,Sinnoh,203,4,47,Electric,Ground
299,Aron,74,182,156,Johto,177,185,37,Rock,Flying
300,Lairon,53,183,107,Hoenn,145,217,242,Fairy,Rock
301,Aggron,213,157,38,Kanto,184,95,237,Steel,Normal
302,Meditite,167,234,181,Unova,155,26,26,Fire,Dragon
303,Medicham,45,37,122,Galar,3,16,91,Grass,Ground
304,Electrike,132,64,75,Galar,133,213,115,Ground,Steel
305,Manectric,246,189,252,Paldea,221,89,39,Normal,Flying
306,Plusle,253,160,23,Unova,76,166,240,Dragon,Bug
307,Minun,225,117,171,Paldea,151,114,3,Ice,Ground
308,Volbeat,192,235,20,Alola,12,180,3,Dragon,Ice
309,Illumise,219,41,147,Kanto,29,234,154,Ice,DNE
310,Roselia,67,86,212,Johto,246,139,224,Dragon,Fire
311,Gulpin,170,122,63,Paldea,126,3,6,Ghost,DNE
312,Swalot,39,226,35,Sinnoh,67,161,210,Bug,Water
313,Carvanha,55,214,230,Kanto,164,87,210,Dark,Fire
314,Sharpedo,108,99,8,Kalos,140,2,64,Dragon,DNE
315,Wailmer,244,169,27,Galar,104,100,4,Ghost,DNE
316,Wailord,6,136,40,Unova,179,1,14,Fire,Fairy
317,Numel,2,176,53,Johto,228,163,162,Ice,Psychic
318,Camerupt,159,213,220,Kanto,208,61,141,Bug,Ice
319,Torkoal,72,155,183,Galar,9,181,30,Dragon,DNE
320,Spoink,23,157,220,Sinnoh,102,53,256,Grass,Poison
321,Grumpig,223,96,108,Hoenn,170,224,140,Rock,Water
322,Spinda,178,138,80,Kalos,144,58,138,Ice,Fairy
323,Trapinch,189,88,239,Alola,186,243,122,Fire,Water
324,Vibrava,38,52,128,Hoenn,87,109,179,Steel,DNE
325,Flygon,251,29,172,Kanto,16,134,86,Ghost,Water
326,Cacnea,20,43,186,Galar,250,124,10,Ice,Flying
327,Cacturne,24,161,218,Hoenn,5,50,108,Dragon,Electric
328,Swablu,104,41,98,Kanto,24,185,134,Psychic,Bug
329,Altaria,181,240,197,Paldea,158,166,14,Ice,Steel
330,Zangoose,79,102,255,Hoenn,86,148,151,Fairy,Normal
331,Seviper,187,145,121,Alola,159,74,152,Fairy,Rock
332,Lunatone,179,143,251,Galar,199,82,133,Fighting,Flying
333,Solrock,153,137,36,Kanto,99,221,252,Ground,DNE
334,Barboach,163,86,32,Paldea,121,255,105,Fire,DNE
335,Whiscash,78,218,75,Hoenn,88,34,168,Rock,Flying
336,Corphish,179,28,120,Kanto,171,176,177,Fairy,Steel
337,Crawdaunt,5,73,226,Paldea,195,243,204,Rock,DNE
338,Baltoy,71,178,42,Alola,146,59,26,Ghost,DNE
339,Claydol,30,27,162,Galar,73,217,84,Poison,DNE
340,Lileep,68,223,222,Unova,151,256,251,Bug,Fighting
341,Cradily,118,11,184,Galar,149,192,240,Fighting,Ice
342,Anorith,197,44,123,Sinnoh,122,103,116,Normal,Ghost
343,Armaldo,182,14,128,Kalos,234,51,249,Flying,Psychic
344,Feebas,110,15,220,Johto,110,242,188,Ice,DNE
345,Milotic,102,109,37,Sinnoh,167,202,158,Electric,Rock
346,Castform,164,78,70,Unova,50,64,147,Ice,Fire
347,Kecleon,61,171,118,Kalos,124,76,85,Dragon,DNE
348,Shuppet,19,156,218,Hoenn,10,248,95,Dark,Ice
349,Banette,193,5,151,Galar,231,100,182,Rock,DNE
350,Duskull,232,19,3,Kanto,226,144,194,Flying,DNE
351,Dusclops,219,174,217,Hoenn,200,178,251,Ice,Steel
352,Tropius,86,20,26,Kanto,95,237,142,Psychic,Grass
353,Chimecho,1,32,182,Alola,189,212,141,Dark,Grass
354,Absol,243,107,223,Sinnoh,242,202,206,Rock,DNE
355,Wynaut,90,62,225,Paldea,182,96,126,Fighting,Psychic
356,Snorunt,12,252,161,Galar,222,248,209,Rock,Poison
357,Glalie,256,90,170,Paldea,30,226,56,Steel,Fire
358,Spheal,102,220,148,Kanto,171,192,45,Fighting,Psychic
359,Sealeo,170,217,94,Paldea,165,161,11,Poison,Fairy
360,Walrein,91,241,79,Unova,31,178,179,Dragon,Fire
361,Clamperl,108,83,235,Galar,197,22,36,Grass,DNE
362,Huntail,118,178,13,Hoenn,66,185,105,Steel,Dark
363,Gorebyss,128,178,240,Alola,178,204,16,Fighting,Water
364,Relicanth,41,62,125,Alola,41,30,186,Poison,Fire
365,Luvdisc,146,155,121,Johto,181,139,134,Psychic,Flying
366,Bagon,56,186,107,Sinnoh,30,255,152,Fire,Psychic
367,Shelgon,198,231,234,Kanto,172,29,132,Ghost,Dragon
368,Salamence,165,13,192,Unova,106,161,16,Fire,Rock
369,Beldum,183,149,5,Sinnoh,182,17,225,Poison,DNE
370,Metang,182,12,16,Sinnoh,161,103,227,Ghost,DNE
371,Metagross,13,249,82,Kalos,15,128,196,Fighting,DNE
372,Regirock,33,221,100,Johto,37,150,58,Dragon,Ice
373,Regice,53,104,27,Hoenn,239,80,244,Bug,Ghost
374,Registeel,127,111,17,Kanto,193,67,123,Poison,Grass
375,Latias,139,4,217,Sinnoh,231,227,62,Flying,Water
376,Latios,119,173,118,Kanto,176,107,111,Psychic,Rock
377,Kyogre,46,191,137,Hoenn,126,212,11,Flying,DNE
378,Groudon,111,223,90,Unova,236,73,218,Dragon,Bug
379,Rayquaza,120,65,25,Hoenn,253,242,213,Ground,Bug
380,Jirachi,241,66,107,Sinnoh,82,157,69,Fairy,Steel
381,Deoxys,201,59,202,Hoenn,230,149,200,Ghost,Psychic
382,Turtwig,159,72,155,Hoenn,163,4,12,Psychic,Bug
383,Grotle,10,228,228,Kalos,213,177,181,Dragon,Grass
384,Torterra,10,213,240,Kalos,38,231,215,Bug,Fairy
385,Chimchar,57,66,81,Kanto,145,151,240,Ghost,DNE
386,Monferno,101,127,161,Hoenn,212,204,240,Grass,Ground
387,Infernape,72,156,68,Paldea,228,120,227,Ground,Flying
388,Piplup,51,209,220,Kalos,19,88,50,Poison,Fire
389,Prinplup,162,18,84,Paldea,52,123,212,Fighting,Psychic
390,Empoleon,168,212,4,Hoenn,200,59,43,Steel,Poison
391,Starly,44,104,78,Alola,240,241,200,Fairy,Bug
392,Staravia,95,204,153,Hoenn,89,130,126,Steel,DNE
393,Staraptor,74,117,161,Alola,54,133,142,Steel,Rock
394,Bidoof,250,50,66,Unova,87,247,93,Fire,Steel
395,Bibarel,213,182,124,Unova,50,198,184,Fairy,Grass
396,Kricketot,205,69,1,Sinnoh,106,45,143,Dark,Water
397,Kricketune,236,206,11,Alola,158,26,29,Fighting,Flying
398,Shinx,234,178,205,Galar,170,183,52,Flying,Ghost
399,Luxio,78,81,90,Galar,165,22,3,Bug,DNE
400,Luxray,140,121,140,Paldea,186,236,149,Ice,Dragon
401,Budew,95,92,100,Kanto,110,162,146,Flying,Poison
402,Roserade,205,46,31,Paldea,99,39,217,Rock,Normal
403,Cranidos,57,145,46,Kanto,210,101,221,Rock,Steel
404,Rampardos,37,202,93,Sinnoh,138,8,204,Water,Normal
405,Shieldon,126,38,170,Johto,253,83,196,Water,Ground
406,Bastiodon,196,81,159,Johto,178,178,180,Grass,Fairy
407,Burmy,218,96,181,Alola,57,75,176,Fire,DNE
408,Wormadam,130,114,175,Galar,245,31,222,Grass,Dragon
409,Mothim,104,45,17,Sinnoh,251,239,70,Fighting,Fairy
410,Combee,225,178,229,Galar,236,188,126,Steel,Bug
411,Vespiquen,186,18,25,Kanto,31,100,15,Normal,Fighting
412,Pachirisu,149,77,241,Kalos,151,178,162,Psychic,Fire
413,Buizel,102,41,37,Johto,191,111,206,Ground,Water
414,Floatzel,44,49,4,Kanto,225,45,91,Poison,Grass
415,Cherubi,222,120,30,Alola,218,39,34,Electric,Fairy
416,Cherrim,218,144,132,Hoenn,253,183,143,Poison,Ground
417,Shellos,25,35,115,Unova,156,8,242,Fire,Bug
418,Gastrodon,168,9,119,Galar,236,203,60,Dark,DNE
419,Ambipom,9,123,32,Alola,43,118,185,Steel,Fairy
420,Drifloon,27,159,206,Kanto,239,122,193,Bug,Ground
