,Name,Attack,Defense,HP,Region,Sp. Atk,Sp. Def,Speed,Type 1,Type 2
43,Paras,235,42,177,Paldea,186,168,84,Grass,Dark
44,Parasect,27,106,248,Kanto,27,41,23,Bug,Ground
45,Venonat,106,79,104,Alola,124,69,180,Bug,Fighting
46,Venomoth,58,119,25,Sinnoh,50,220,144,Dragon,Electric
47,Diglett,3,218,88,Unova,5,30,241,Water,Flying
48,Dugtrio,95,23,252,Kalos,40,123,44,Fairy,Rock
49,Meowth,2,36,133,Kanto,111,137,46,Ice,DNE
50,Persian,202,184,5,Hoenn,246,38,140,Electric,Bug
51,Psyduck,210,37,133,Paldea,156,225,42,Ghost,Dark
52,Golduck,112,17,228,Paldea,63,148,175,Poison,Ghost
53,Mankey,134,16,228,Kanto,237,126,215,Water,DNE
54,Primeape,197,249,161,Galar,119,27,22,Bug,Ghost
55,Growlithe,12,178,220,Kalos,184,211,5,Ground,Bug
56,Arcanine,132,205,64,Kalos,121,133,195,Bug,Electric
57,Poliwag,248,48,173,Kalos,85,34,139,Steel,Dragon
58,Poliwhirl,209,216,71,Unova,93,41,199,Rock,Dragon
59,Poliwrath,183,57,93,Kalos,81,89,252,Water,Electric
60,Abra,92,24,217,Johto,238,4,234,Dragon,Fighting
61,Kadabra,137,186,91,Kalos,16,132,92,Dark,Grass
62,Alakazam,237,224,173,Kalos,110,91,112,Normal,Fighting
63,Machop,11,78,249,Johto,161,236,79,Rock,Psychic
64,Machoke,133,63,165,Johto,168,103,117,Psychic,Normal
65,Machamp,230,230,30,Johto,23,155,179,Flying,Ground
66,Bellsprout,74,194,146,Galar,253,1,64,Fairy,Steel
67,Weepinbell,161,4,74,Paldea,80,253,11,Grass,DNE
68,Victreebel,134,222,211,Kalos,184,125,81,Flying,Steel
69,Tentacool,48,186,246,Johto,47,202,207,Water,DNE
70,Tentacruel,87,173,43,Hoenn,30,11,39,Psychic,DNE
71,Geodude,89,69,22,Galar,190,140,106,Psychic,DNE
72,Graveler,171,256,217,Johto,243,215,245,Grass,Ground
73,Golem,98,202,35,Hoenn,230,15,227,Poison,Fairy
74,Ponyta,87,51,164,Sinnoh,91,22,82,Electric,Ghost
75,Rapidash,21,13,112,Unova,125,49,254,Fire,DNE
76,Slowpoke,188,160,218,Sinnoh,43,57,197,Water,Rock
77,Slowbro,114,225,154,Unova,79,79,225,Fairy,Steel
78,Magnemite,220,97,188,Kalos,240,172,202,Fighting,DNE
79,Magneton,134,108,149,Johto,236,111,172,Ice,Psychic
80,Doduo,119,13,227,Sinnoh,87,229,74,Fire,Ice
81,Dodrio,47,9,85,Unova,3,202,62,Steel,Ice
82,Seel,204,131,15,Galar,171,86,228,Bug,DNE
83,Dewgong,250,165,189,Sinnoh,251,35,246,Fairy,Steel
84,Grimer,103,75,35,Unova,207,230,124,Bug,DNE
85,Muk,93,54,18,Unova,133,10,199,Dragon,Ground
86,Shellder,71,175,15,Kalos,123,52,1,Flying,Rock
87,Cloyster,151,155,88,Galar,106,200,114,Rock,Normal
88,Gastly,125,21,146,Unova,256,90,158,Poison,Dark
89,Haunter,115,242,29,Alola,136,46,5,Ghost,Steel
90,Gengar,65,181,240,Paldea,186,201,58,Rock,Water
91,Onix,248,169,29,Unova,173,175,136,Dragon,Electric
92,Drowzee,51,11,133,Johto,22,24,18,Fighting,DNE
93,Hypno,242,61,218,Kanto,226,84,146,Rock,Psychic
94,Krabby,242,149,123,Galar,216,97,141,Flying,Dragon
95,Kingler,87,210,6,Kalos,28,189,81,Grass,Dark
96,Voltorb,154,135,57,Paldea,189,229,94,Electric,Fairy
97,Electrode,46,163,44,Johto,118,125,50,Ghost,DNE
98,Exeggcute,37,227,159,Alola,235,213,105,Grass,Bug
99,Exeggutor,182,84,45,Johto,155,23,169,Fire,Fairy
100,Cubone,79,40,165,Unova,152,184,252,Fire,Ghost
101,Marowak,168,226,247,Johto,28,167,232,Dark,Fire
102,Hitmonlee,204,252,147,Alola,88,131,14,Ice,Grass
103,Hitmonchan,173,240,250,Sinnoh,5,190,65,Rock,Dragon
104,Lickitung,232,14,60,Sinnoh,252,138,26,Poison,DNE
105,Koffing,14,23,220,Galar,7,199,74,Poison,Ghost
106,Weezing,18,170,255,Hoenn,186,137,183,Dragon,Bug
107,Rhyhorn,167,2,183,Paldea,21,246,209,Rock,Ground
108,Rhydon,86,108,145,Hoenn,18,121,45,Rock,DNE
109,Chansey,21,12,104,Unova,243,103,63,Psychic,Flying
110,Tangela,79,148,9,Kanto,53,15,198,Ground,Ice
111,Kangaskhan,225,36,43,Kanto,9,143,190,Ice,Dark
112,Horsea,184,235,134,Unova,218,65,127,Ground,DNE
113,Seadra,256,166,223,Galar,207,56,254,Steel,Ice
114,Goldeen,19,81,233,Kalos,42,194,244,Water,Electric
115,Seaking,227,192,68,Unova,78,21,133,Steel,Water
116,Staryu,210,21,213,Galar,209,168,82,Fighting,Flying
117,Starmie,239,140,231,Kalos,57,181,124,Ground,Dragon
118,Scyther,148,160,36,Kalos,25,109,98,Ground,Normal
119,Jynx,237,173,140,Hoenn,227,37,214,Ghost,Grass
120,Electabuzz,222,195,17,Johto,142,178,60,Flying,Electric
121,Magmar,132,57,137,Kanto,202,169,190,Flying,Ice
122,Pinsir,128,256,239,Kanto,75,112,232,Bug,Grass
123,Tauros,192,114,31,Kanto,216,158,210,Ghost,Steel
124,Magikarp,68,22,243,Johto,125,206,233,Grass,Fighting
125,Gyarados,39,40,114,Unova,66,204,240,Psychic,Fighting
126,Lapras,16,231,163,Unova,107,177,200,Rock,Electric
127,Ditto,62,209,247,Kalos,14,24,244,Normal,DNE
128,Eevee,24,231,52,Sinnoh,236,156,186,Rock,Fairy
129,Vaporeon,109,176,37,Johto,110,211,229,Water,DNE
130,Jolteon,201,109,83,Kalos,131,64,119,Grass,Normal
131,Flareon,201,61,75,Hoenn,152,22,177,Rock,Dragon
132,Porygon,26,60,9,Johto,6,100,245,Dragon,Bug
133,Omanyte,116,226,184,Kanto,32,147,54,Dragon,DNE
134,Omastar,79,29,160,Johto,105,232,66,Fire,Bug
135,Kabuto,182,23,206,Paldea,78,104,170,Normal,Fighting
136,Kabutops,221,21,232,Galar,190,194,49,Grass,Normal
137,Aerodactyl,135,232,109,Hoenn,142,31,247,Poison,Fighting
138,Snorlax,245,44,103,Alola,211,58,113,Psychic,Steel
139,Articuno,157,155,165,Unova,207,103,13,Ice,Flying
140,Zapdos,142,8,175,Hoenn,164,125,155,Electric,Dark
141,Moltres,50,248,187,Sinnoh,175,102,2,Rock,Fighting
142,Dratini,27,139,39,Kalos,189,12,124,Ground,Psychic
143,Dragonair,36,188,211,Unova,140,203,139,Ground,Normal
144,Dragonite,20,121,194,Kalos,188,202,48,Psychic,Fighting
145,Mewtwo,132,154,3,Paldea,18,229,39,Normal,Dark
146,Mew,48,193,52,Paldea,166,125,13,Ground,Rock
147,Chikorita,52,210,221,Sinnoh,207,134,143,Ghost,Fire
148,Bayleef,249,250,22,Kalos,68,22,133,Fire,Ice
149,Meganium,81,179,68,Sinnoh,186,80,3,Ice,Poison
150,Cyndaquil,213,28,141,Hoenn,249,110,20,Bug,DNE
151,Quilava,95,47,244,Unova,30,41,65,Psychic,Electric
152,Typhlosion,233,222,146,Kanto,62,153,164,Electric,Bug
153,Totodile,155,52,140,Hoenn,153,210,161,Normal,DNE
154,Croconaw,13,39,20,Galar,196,25,121,Rock,Grass
155,Feraligatr,249,84,7,Unova,179,44,53,Grass,Psychic
156,Sentret,220,135,242,Unova,130,198,256,Fighting,Flying
157,Furret,251,125,140,Galar,73,221,57,Dragon,Ghost
158,Hoothoot,212,160,24,Paldea,145,233,27,Flying,Fairy
159,Noctowl,225,192,37,Johto,179,198,204,Bug,DNE
160,Ledyba,100,73,6,Kanto,89,245,207,Bug,Ground
161,Ledian,120,160,236,Galar,252,255,186,Rock,Dark
162,Spinarak,119,160,80,Galar,198,13,127,Dragon,Ground
163,Ariados,5,39,47,Sinnoh,93,50,177,Bug,Ghost
164,Crobat,197,201,5,Unova,112,56,59,Bug,Electric
165,Chinchou,153,176,24,Hoenn,31,124,128,Fighting,DNE
166,Lanturn,190,178,225,Paldea,175,147,197,Ground,Grass
167,Pichu,46,197,72,Hoenn,49,193,14,Dark,Water
168,Cleffa,1,102,10,Unova,118,29,90,Grass,DNE
169,Igglybuff,186,173,194,Sinnoh,50,59,221,Bug,Flying
170,Togepi,151,64,121,Unova,49,132,104,Water,Ice
171,Togetic,73,65,139,Hoenn,107,53,137,Dark,Rock
172,Natu,164,43,196,Sinnoh,157,150,215,Dragon,DNE
173,Xatu,193,242,19,Johto,88,46,30,Ghost,Dark
174,Mareep,39,94,53,Paldea,3,157,223,Fairy,Poison
175,Flaaffy,108,40,74,Galar,99,68,66,Grass,DNE
176,Ampharos,37,82,87,Galar,20,169,243,Psychic,DNE
177,Bellossom,240,111,202,Kalos,11,140,47,Dragon,Fairy
178,Marill,11,89,104,Unova,112,168,198,Dark,Ghost
179,Azumarill,213,164,110,Sinnoh,96,128,71,Fire,Fairy
180,Sudowoodo,148,135,144,Kanto,216,122,4,Poison,Electric
181,Politoed,5,248,61,Galar,63,25,86,Dragon,Rock
182,Hoppip,219,69,210,Kalos,250,159,89,Electric,Fire
183,Skiploom,175,227,102,Galar,239,49,234,Dark,Psychic
184,Jumpluff,236,200,66,Kanto,23,162,17,Electric,DNE
185,Aipom,31,231,221,Johto,254,150,144,Flying,Fairy
186,Sunkern,157,103,174,Galar,100,175,166,Rock,Fighting
187,Sunflora,74,222,218,Galar,193,25,50,Electric,DNE
188,Yanma,118,152,222,Sinnoh,187,70,89,Bug,Fairy
189,Wooper,70,115,97,Unova,249,27,87,Normal,DNE
190,Quagsire,214,224,69,Unova,122,53,251,Fighting,Ice
191,Espeon,211,167,118,Hoenn,71,246,255,Fairy,Ground
192,Umbreon,253,69,180,Alola,224,141,101,Water,Ghost
193,Murkrow,109,184,226,Hoenn,86,183,83,Normal,Ground
194,Slowking,255,240,142,Unova,66,228,8,Poison,DNE
195,Misdreavus,198,149,237,Johto,78,149,11,Ice,DNE
196,Unown,85,12,67,Alola,240,254,213,Normal,DNE
197,Wobbuffet,94,26,77,Paldea,60,241,30,Fairy,Dragon
198,Girafarig,93,138,153,Paldea,136,224,235,Rock,Steel
199,Pineco,189,11,101,Unova,100,18,61,Rock,DNE
200,Forretress,180,169,88,Sinnoh,221,165,78,Bug,Rock
201,Dunsparce,81,235,237,Unova,43,126,90,Ground,Fighting
202,Gligar,177,37,216,Unova,17,92,202,Bug,Normal
203,Steelix,103,226,185,Unova,173,127,54,Ice,Electric
204,Snubbull,24,246,244,Galar,18,237,225,Ice,DNE
205,Granbull,208,215,173,Hoenn,120,239,255,Electric,Grass
206,Qwilfish,4,214,158,Kanto,112,120,203,Normal,Bug
207,Scizor,244,162,216,Kanto,250,206,14,Fighting,Psychic
208,Shuckle,30,151,175,Hoenn,139,38,13,Ground,Bug
209,Heracross,253,17,153,Paldea,215,76,151,Poison,Steel
210,Sneasel,113,12,91,Hoenn,131,191,46,Dragon,Water
211,Teddiursa,109,120,177,Sinnoh,110,19,34,Ground,Dragon
212,Ursaring,243,15,233,Kalos,55,225,26,Rock,Psychic
213,Slugma,123,30,142,Hoenn,193,162,53,Grass,Water
214,Magcargo,253,119,149,Paldea,200,152,217,Ground,Normal
215,Swinub,109,137,73,Sinnoh,81,29,207,Flying,Fighting
216,Piloswine,213,157,231,Sinnoh,205,181,125,Electric,Steel
217,Corsola,206,202,90,Hoenn,221,141,50,Ice,DNE
218,Remoraid,124,174,68,Paldea,167,159,149,Dark,Psychic
219,Octillery,126,213,192,Hoenn,124,42,38,Ghost,Flying
220,Delibird,9,149,119,Galar,205,218,79,Fire,Fairy
221,Mantine,136,88,82,Johto,97,107,47,Bug,Fire
222,Skarmory,111,81,157,Hoenn,211,80,173,Dark,Ground
223,Houndour,109,114,136,Galar,219,233,6,Water,Normal
224,Houndoom,71,124,57,Kalos,128,92,229,Grass,Normal
225,Kingdra,204,25,148,Johto,249,75,122,Fire,Bug
226,Phanpy,54,182,191,Alola,6,137,201,Fighting,Ghost
227,Donphan,230,116,207,Kanto,175,153,76,Dragon,Normal
228,Porygon2,118,112,94,Sinnoh,68,8,168,Grass,Bug
229,Stantler,231,116,112,Galar,125,130,155,Grass,DNE
230,Smeargle,9,51,112,Kalos,44,229,132,Ground,Flying
231,Tyrogue,84,141,83,Johto,208,8,87,Normal,Fairy
232,Hitmontop,206,201,128,Kalos,95,245,249,Dragon,Steel
233,Smoochum,103,34,171,Alola,123,126,22,Electric,Ground
234,Elekid,15,110,70,Paldea,50,168,193,Normal,Poison
235,Magby,108,78,222,Sinnoh,149,232,204,Dragon,DNE
236,Miltank,10,90,171,Unova,60,151,10,Fairy,Poison
237,Blissey,127,234,82,Kanto,213,3,116,Psychic,DNE
238,Raikou,116,142,75,Hoenn,130,111,252,Normal,Poison
239,Entei,131,202,236,Hoenn,22,59,105,Grass,Ghost
240,Suicune,116,178,184,Johto,185,83,156,Flying,DNE
241,Larvitar,216,17,88,Kanto,3,191,187,Steel,Fairy
242,Pupitar,82,192,85,Paldea,195,146,46,Poison,Grass
243,Tyranitar,68,80,121,Kanto,72,49,7,Ground,DNE
244,Lugia,195,35,112,Alola,103,210,192,Fairy,Normal
245,Ho-oh,148,246,76,Sinnoh,32,94,112,Ghost,DNE
246,Celebi,61,194,101,Sinnoh,132,57,239,Fighting,Grass
247,Treecko,176,215,212,Hoenn,105,88,34,Ground,DNE
248,Grovyle,116,5,152,Galar,9,132,50,Ice,Fire
249,Sceptile,155,246,154,Unova,2,26,44,Rock,Fairy
250,Torchic,197,167,96,Paldea,19,227,137,Psychic,DNE
251,Combusken,216,119,208,Unova,173,73,82,Fighting,Grass
252,Blaziken,86,239,212,Unova,68,87,207,Electric,DNE
253,Mudkip,33,33,5,Sinnoh,75,191,235,Fighting,Ghost
254,Marshtomp,106,68,159,Alola,156,56,225,Rock,Fire
255,Swampert,135,229,42,Kalos,138,227,82,Normal,Steel
256,Poochyena,220,134,5,Galar,65,256,254,Poison,DNE
257,Mightyena,102,124,210,Kanto,224,255,89,Grass,Flying
258,Zigzagoon,93,127,238,Galar,113,102,81,Electric,DNE
259,Linoone,214,12,219,Johto,26,163,248,Water,Fairy
260,Wurmple,9,181,64,Kanto,19,192,239,Electric,Dark
261,Silcoon,224,163,119,Hoenn,130,3,220,Fairy,Fire
262,Beautifly,146,236,186,Unova,210,13,20,Ground,Dragon
263,Cascoon,249,115,253,Hoenn,235,216,251,Psychic,Poison
264,Dustox,24,45,123,Johto,218,38,29,Ghost,DNE
265,Lotad,186,237,85,Alola,78,244,189,Fairy,Ground
266,Lombre,138,216,3,Sinnoh,182,83,111,Rock,Electric
267,Ludicolo,87,63,235,Kanto,132,31,232,Steel,Rock
268,Seedot,129,34,57,Sinnoh,209,177,109,Poison,DNE
269,Nuzleaf,45,51,208,Alola,152,179,68,Steel,DNE
270,Shiftry,207,154,149,Kanto,98,2,81,Poison,Ground
271,Taillow,187,199,152,Sinnoh,191,42,119,Dark,Flying
272,Swellow,151,44,88,Paldea,105,71,186,Poison,Electric
273,Wingull,147,129,246,Galar,228,179,184,Dark,Ghost
274,Pelipper,9,95,236,Alola,65,230,229,Fighting,DNE
275,Ralts,17,11,63,Johto,134,131,213,Dragon,DNE
276,Kirlia,218,216,119,Hoenn,165,135,118,Fire,DNE
277,Gardevoir,232,216,25,Kalos,47,80,131,Steel,Dark
278,Surskit,245,33,107,Alola,77,104,208,Steel,DNE
279,Masquerain,103,82,163,Johto,169,246,123,Psychic,Poison
280,Shroomish,81,2,230,Sinnoh,224,3,204,Water,DNE
281,Breloom,224,156,147,Hoenn,212,153,122,Ghost,DNE
282,Slakoth,40,226,84,Paldea,30,42,184,Ice,Ghost
283,Vigoroth,12,166,28,Johto,216,72,47,Grass,Bug
284,Slaking,44,154,111,Kalos,190,134,88,Fire,Ghost
285,Nincada,187,37,200,Kanto,92,255,86,Water,DNE
286,Ninjask,162,244,193,Sinnoh,34,62,135,Steel,DNE
287,Shedinja,89,45,95,Sinnoh,178,216,31,Water,Ghost
288,Whismur,235,179,66,Sinnoh,5,109,200,Poison,Electric
289,Loudred,202,104,124,Galar,64,2,207,Rock,Poison
290,Exploud,144,186,79,Johto,137,73,122,Fairy,DNE
291,Makuhita,71,65,226,Johto,232,75,6,Ice,DNE
292,Hariyama,195,158,16,Unova,46,256,187,Ground,Normal
293,Azurill,32,245,174,Kalos,90,45,192,Grass,Dark
294,Nosepass,100,84,212,Galar,223,124,191,Fire,Ghost
295,Skitty,85,232,154,Paldea,56,115,13,Rock,Ground
296,Delcatty,228,98,164,Kalos,32,32,20,Flying,DNE
297,Sableye,218,136,99,Kanto,20,184,156,Grass,Rock
298,Mawile,233,58,202,Hoenn,174,22,226,Ice,Fire
299,Aron,65,120,48,Hoenn,176,149,10,Water,Flying
300,Lairon,160,6,180,Kanto,220,1,77,Water,Fairy
301,Aggron,242,134,183,Johto,121,186,154,Dark,Dragon
302,Meditite,90,229,157,Galar,60,106,172,Psychic,Dark
303,Medicham,201,70,87,Alola,97,194,113,Rock,Grass
304,Electrike,224,138,151,Sinnoh,67,175,87,Bug,Fighting
305,Manectric,203,135,198,Paldea,50,46,205,Grass,Dark
306,Plusle,133,126,23,Sinnoh,157,108,222,Electric,Dragon
307,Minun,214,30,12,Galar,168,254,243,Electric,Steel
308,Volbeat,146,91,48,Hoenn,195,85,156,Water,Dark
309,Illumise,215,30,203,Paldea,230,113,90,Flying,Fire
310,Roselia,220,114,159,Alola,216,171,185,Flying,DNE
311,Gulpin,55,61,63,Alola,179,147,240,Fairy,Ice
312,Swalot,228,168,94,Sinnoh,104,32,252,Psychic,DNE
313,Carvanha,201,196,145,Alola,228,78,235,Fire,DNE
314,Sharpedo,188,228,65,Sinnoh,148,42,177,Dark,DNE
315,Wailmer,141,203,128,Kalos,253,110,62,Normal,DNE
316,Wailord,36,226,183,Paldea,7,171,59,Grass,DNE
317,Numel,38,116,196,Alola,11,154,76,Dragon,Ghost
318,Camerupt,189,184,42,Galar,152,133,225,Fairy,DNE
319,Torkoal,232,39,31,Sinnoh,37,159,220,Psychic,Ghost
320,Spoink,229,141,59,Alola,127,242,174,Grass,Ice
321,Grumpig,145,232,75,Alola,156,103,239,Dragon,Bug
322,Spinda,155,221,137,Johto,143,205,162,Fire,Dark
323,Trapinch,208,14,129,Johto,195,117,213,Flying,DNE
324,Vibrava,19,116,124,Alola,15,238,22,Dark,DNE
325,Flygon,77,250,176,Hoenn,19,190,47,Ghost,DNE
326,Cacnea,118,226,32,Kanto,136,216,59,Fire,Electric
327,Cacturne,244,91,161,Paldea,155,74,92,Ground,Psychic
328,Swablu,144,13,120,Johto,67,143,142,Dragon,Electric
329,Altaria,238,137,146,Alola,188,246,97,Dragon,DNE
330,Zangoose,194,4,147,Alola,6,236,232,Rock,Fairy
331,Seviper,250,95,63,Johto,123,220,19,Rock,Flying
332,Lunatone,18,75,74,Sinnoh,212,176,193,Fairy,Ice
333,Solrock,128,178,59,Paldea,249,146,138,Fighting,Grass
334,Barboach,80,191,179,Alola,204,123,149,Steel,DNE
335,Whiscash,135,59,136,Johto,149,246,110,Fire,Grass
336,Corphish,207,230,62,Unova,178,223,173,Dragon,DNE
337,Crawdaunt,6,142,121,Paldea,136,220,60,Dragon,Steel
338,Baltoy,225,143,239,Hoenn,107,97,151,Fire,Electric
339,Claydol,175,64,231,Kanto,216,226,24,Ground,Normal
340,Lileep,97,79,99,Paldea,198,93,12,Bug,DNE
341,Cradily,217,86,24,Kalos,37,113,219,Fighting,Steel
342,Anorith,3,77,43,Sinnoh,225,70,119,Flying,Electric
343,Armaldo,169,205,56,Hoenn,6,254,26,Dark,Fighting
344,Feebas,256,202,100,Sinnoh,52,108,165,Dark,Flying
345,Milotic,162,144,63,Kalos,111,26,125,Steel,Dark
346,Castform,184,99,238,Alola,22,227,98,Fairy,Electric
347,Kecleon,29,212,97,Unova,10,88,40,Water,DNE
348,Shuppet,251,10,81,Unova,187,242,25,Fighting,Psychic
349,Banette,186,117,247,Kanto,132,2,54,Grass,Ghost
350,Duskull,215,20,197,Unova,190,203,16,Ice,Fairy
351,Dusclops,57,59,217,Sinnoh,161,63,33,Psychic,Ice
352,Tropius,168,64,246,Kalos,251,143,217,Bug,Fairy
353,Chimecho,34,246,114,Johto,114,182,155,Psychic,DNE
354,Absol,207,84,171,Kanto,167,218,31,Dragon,Bug
355,Wynaut,52,190,108,Kalos,192,76,212,Fire,Poison
356,Snorunt,188,47,148,Unova,189,199,205,Dragon,DNE
357,Glalie,109,176,132,Sinnoh,66,1,35,Water,Ghost
358,Spheal,182,180,122,Johto,156,168,142,Ground,Fighting
359,Sealeo,29,47,205,Johto,91,129,94,Electric,Fighting
360,Walrein,189,115,222,Johto,190,82,106,Steel,Grass
361,Clamperl,15,154,142,Alola,17,22,244,Normal,DNE
362,Huntail,196,198,115,Johto,202,202,103,Ghost,Fairy
363,Gorebyss,14,42,44,Paldea,50,17,177,Psychic,Grass
364,Relicanth,45,126,255,Galar,243,198,197,Fairy,Rock
365,Luvdisc,49,121,126,Kalos,3,233,196,Ghost,Steel
366,Bagon,118,58,97,Sinnoh,18,148,62,Ice,Fire
367,Shelgon,154,254,244,Alola,29,230,110,Water,Normal
368,Salamence,222,33,185,Galar,190,95,188,Electric,Fire
369,Beldum,217,110,221,Johto,124,217,208,Psychic,Ghost
370,Metang,105,171,51,Paldea,166,36,168,Dark,Fairy
371,Metagross,252,110,92,Unova,183,94,189,Ground,Rock
372,Regirock,92,189,1,Alola,56,173,103,Dragon,Fairy
373,Regice,95,234,85,Hoenn,182,242,46,Steel,DNE
374,Registeel,255,47,246,Alola,235,228,81,Rock,Bug
375,Latias,32,92,30,Alola,84,253,181,Steel,Fairy
376,Latios,198,173,256,Galar,71,53,174,Steel,DNE
377,Kyogre,238,106,72,Galar,179,252,240,Water,Psychic
378,Groudon,82,57,144,Johto,205,47,40,Dragon,Bug
379,Rayquaza,91,136,136,Alola,107,121,235,Flying,DNE
380,Jirachi,80,256,74,Galar,185,71,4,Ground,DNE
381,Deoxys,175,235,88,Sinnoh,36,3,186,Fire,DNE
382,Turtwig,83,18,237,Johto,4,167,77,Steel,DNE
383,Grotle,94,93,239,Johto,255,126,149,Dark,DNE
384,Torterra,228,160,120,Johto,137,256,179,Flying,DNE
385,Chimchar,230,117,237,Galar,244,49,9,Water,DNE
386,Monferno,105,95,194,Alola,138,173,180,Water,DNE
387,Infernape,8,137,52,Johto,10,159,96,Fire,DNE
388,Piplup,64,199,199,Sinnoh,112,187,30,Fire,Electric
389,Prinplup,224,13,96,Kanto,175,20,103,Fighting,Flying
390,Empoleon,23,254,52,Sinnoh,147,199,212,Ghost,DNE
391,Starly,128,230,227,Sinnoh,185,12,230,Steel,DNE
392,Staravia,91,31,146,Kanto,223,52,75,Ground,Normal
393,Staraptor,129,65,155,Paldea,220,23,104,Normal,Ghost
394,Bidoof,44,12,59,Alola,166,139,208,Fighting,Poison
395,Bibarel,92,134,115,Paldea,125,218,14,Ground,Normal
396,Kricketot,229,88,87,Sinnoh,45,244,128,Grass,Fire
397,Kricketune,132,96,108,Kalos,141,61,66,Poison,Flying
398,Shinx,126,18,196,Unova,78,226,73,Dragon,Poison
399,Luxio,24,126,244,Sinnoh,10,226,49,Ghost,Electric
400,Luxray,31,105,134,Kanto,93,28,226,Normal,Fairy
401,Budew,75,146,83,Sinnoh,240,68,129,Ghost,Rock
402,Roserade,59,144,208,Unova,187,149,145,Normal,Fire
403,Cranidos,128,41,156,Johto,162,49,47,Dragon,DNE
404,Rampardos,122,134,245,Kalos,103,167,93,Psychic,Bug
405,Shieldon,12,12,19,Johto,4,197,238,Electric,Ghost
406,Bastiodon,101,69,62,Johto,152,14,34,Bug,Fighting
407,Burmy,66,122,86,Sinnoh,248,34,163,Fairy,Rock
408,Wormadam,3,47,253,Johto,140,96,192,Psychic,Ground
409,Mothim,139,133,144,Unova,16,235,26,Rock,Ghost
410,Combee,234,156,163,Hoenn,256,255,51,Fairy,Grass
411,Vespiquen,127,43,35,Unova,3,228,133,Flying,Fighting
412,Pachirisu,82,106,247,Galar,100,92,211,Ground,Grass
413,Buizel,254,151,171,Paldea,226,50,129,Ground,Water
414,Floatzel,183,129,88,Alola,103,98,101,Steel,Ghost
415,Cherubi,109,135,48,Alola,57,34,140,Psychic,DNE
416,Cherrim,241,50,134,Galar,206,71,169,Fire,Rock
417,Shellos,109,92,162,Galar,153,256,79,Psychic,DNE
418,Gastrodon,80,177,123,Unova,124,216,207,Ground,Water
419,Ambipom,76,53,228,Unova,61,202,240,Fairy,Poison
420,Drifloon,12,46,27,Unova,28,68,27,Grass,Ice
